FIPS,renter_occupied
060372317101,638
060372317102,1751
060372317103,1544
060372317201,2557
060372317202,939
060372317203,695
060372318001,637
060372318002,1113
060372318003,1443
060372318004,1342
060372319011,2048
060372319021,935
060372319022,936
060372321101,1266
060372321102,975
060372321201,946
060372321202,1070
060372321203,1890
060372322001,694
060372322002,478
060372322003,465
060372323001,1111
060372323002,447
060372323003,185
060372324011,282
060372324012,783
060372324013,622
060372324021,316
060372324022,893
060372325001,1065
060372325002,655
060372325003,828
060372325004,167
060372326011,1045
060372326021,1617
060372326022,1266
060372327011,1423
060372327021,1839
060372327022,743
060372328001,1471
060372328002,1246
060372340011,77
060372340012,132
060372340013,415
060372340021,1331
060372340022,694
060372342001,0
060372342002,286
060372342003,269
060372343011,286
060372343012,562
060372343021,861
060372343022,901
060372345011,231
060372345012,496
060372345021,313
060372345022,492
060372345023,794
060372346001,633
060372346002,164
060372346003,338
060372346004,198
060372347001,91
060372347002,244
060372347003,992
060372347004,471
060372348001,151
060372348002,663
060372348003,213
060372348004,280
060372349011,712
060372349012,2263
060372349021,984
060372349022,752
060372349023,1579
060372351001,237
060372351002,250
060372351003,313
060372351004,92
060372352011,265
060372352012,124
060372352013,145
060372352021,1462
060372352022,897
060372352023,80
060372360011,344
060372360012,127
060372360013,206
060372360014,136
060372361011,305
060372361012,1279
060372361021,1088
060372361022,1875
060372362031,2514
060372362032,926
060372362041,1990
060372362042,1105
060372362051,1814
060372362052,1017
060372362061,1830
060372362062,866
060372364001,430
060372364002,972
060372364003,352
060372371011,440
060372371012,793
060372371013,979
060372371014,672
060372371021,1430
060372371022,1647
060372372011,681
060372372012,965
060372372013,755
060372372021,697
060372372022,204
060372372023,1135
060372372024,552
060372373001,417
060372373002,316
060372373003,471
060372373004,171
060372373005,390
060372374011,479
060372374012,806
060372374013,540
060372374021,370
060372374022,567
060372374023,303
060372375001,694
060372375002,1746
060372376001,1063
060372376002,666
060372376003,569
060372376004,509
060372377101,2367
060372377102,1475
060372377201,1470
060372377202,1558
060372378001,204
060372378002,401
060372378003,590
060372378004,149
060372379001,565
060372379002,692
060372379003,0
060372379004,268
060372380001,430
060372380002,198
060372380003,123
060372380004,267
060372380005,801
060372380006,371
060372381001,1711
060372381002,1197
060372381003,217
060372381004,189
060372382001,486
060372382002,849
060372382003,717
060372382004,1072
060372383101,2204
060372383102,2593
060372383201,1033
060372383202,1149
060372383203,892
060372384001,207
060372384002,567
060372384003,151
060372384004,210
060372392011,1382
060372392012,893
060372392013,689
060372392021,2281
060372392022,2497
060372392023,768
060372393101,1242
060372393102,1228
060372393103,1012
060372393201,957
060372393202,1048
060372393301,1200
060372393302,778
060372395011,883
060372395012,675
060372395013,978
060372395021,1165
060372395022,703
060372395023,756
060372396011,1279
060372396012,1162
060372396021,1069
060372396022,1473
060372397011,2085
060372397012,1163
060372397021,871
060372397022,1009
060372397023,1656
060372398011,580
060372398012,1222
060372398013,419
060372398021,925
060372398022,936
060372398023,964
060372398024,1071
060372400101,1315
060372400102,1785
060372400201,669
060372400202,1503
060372400203,608
060372402001,619
060372402002,2026
060372402003,1343
060372403011,860
060372403012,1331
060372403021,1840
060372403022,597
060372404011,1226
060372404012,1669
060372404013,1476
060372404021,687
060372404022,769
060372404023,322
060372405001,1395
060372405002,1175
060372405003,1373
060372405004,828
060372406001,666
060372406002,1107
060372406003,1134
060372406004,906
060372407001,1407
060372407002,294
060372407003,830
060372407004,583
060372407005,214
060372408001,348
060372408002,1166
060372408003,769
060372409011,416
060372409012,1026
060372409021,897
060372409022,1056
060372410011,698
060372410012,1250
060372410013,498
060372410021,1027
060372410022,670
060372410023,400
060372411101,1462
060372411102,780
060372411201,1102
060372411202,510
060372411203,622
060372411204,689
060372412011,447
060372412012,348
060372412013,830
060372412021,258
060372412022,597
060372412023,1391
060372412024,608
060372412025,355
060372413001,504
060372413002,1207
060372414001,1237
060372414002,941
060372420001,625
060372420002,1320
060372420003,629
060372421001,2644
060372422011,919
060372422012,1535
060372422021,409
060372422022,1452
060372423001,3119
060372423002,678
060372423003,266
060372426001,941
060372426002,1906
060372426003,1041
060372427001,88
060372427002,913
060372427003,768
060372430011,949
060372430012,474
060372430021,346
060372430022,336
060372431001,1920
060372431002,1185
060372431003,883
060372611021,108
060372611022,98
060372611023,162
060372611031,157
060372611041,264
060372612001,350
060372612002,101
060372621001,41
060372621002,37
060372621003,105
060372622001,274
060372622002,667
060372622003,219
060372623011,83
060372623021,242
060372623022,138
060372623031,126
060372623032,0
060372623033,0
060372624001,234
060372624002,323
060372625011,35
060372625012,13
060372625013,254
060372626011,33
060372626012,261
060372626041,162
060372626042,252
060372626043,398
060372626044,94
060372626045,424
060372627041,525
060372627042,589
060372627061,404
060372627062,96
060372627063,225
060372628021,237
060372628022,229
060372628023,72
060372640001,45
060372640002,243
060372640003,203
060372641021,777
060372641022,1043
060372641031,988
060372641032,943
060372643031,1027
060372643032,912
060372643041,601
060372643042,1679
060372643051,768
060372643052,910
060372643053,557
060372643061,1058
060372651001,489
060372651002,94
060372652011,249
060372652012,136
060372652031,325
060372652032,573
060372652041,1267
060372653011,0
060372653012,0
060372653031,1645
060372653032,1392
060372653033,1491
060372653041,1339
060372653042,858
060372653061,1297
060372653071,836
060372653072,868
060372654101,191
060372654102,424
060372654201,19
060372654202,329
060372655211,666
060372655212,753
060372655221,487
060372655222,1634
060372655231,534
060372655232,884
060372655241,734
060372655242,1357
060372656011,406
060372656012,1278
060372656021,182
060372656022,865
060372657011,688
060372657021,531
060372657022,502
060372657023,563
060372671011,1290
060372671012,65
060372671021,227
060372671022,1386
060372672011,475
060372672012,937
060372672013,657
060372672021,1199
060372672022,1025
060372672023,12
060372673001,960
060372673002,1120
060372673003,1408
060372674031,603
060372674032,938
060372674033,1522
060372674041,676
060372674042,1888
060372674051,884
060372674052,1647
060372674061,1360
060372675021,1080
060372675022,1171
060372675031,1719
060372675041,1361
060372675042,1569
060372676001,702
060372676002,304
060372676003,552
060372677001,1344
060372677002,1271
060372678001,248
060372678002,203
060372678003,641
060372679011,320
060372679012,414
060372679021,458
060372679022,725
060372679023,772
060372690001,102
060372690002,0
060372690003,93
060372690004,658
060372690005,210
060372691001,425
060372691002,356
060372691003,617
060372691004,1522
060372693001,0
060372693002,198
060372693003,35
060372693004,144
060372693005,158
060372695001,72
060372695002,75
060372695003,178
060372695004,86
060372696011,922
060372696012,1076
060372696013,622
060372696021,1292
060372696022,863
060372697001,349
060372697002,670
060372697003,248
060372697004,269
060372698001,594
060372698002,1664
060372699031,707
060372699032,1971
060372699051,940
060372699052,1157
060372699061,1599
060372699062,1369
060372699071,1342
060372699072,1077
060372699081,1158
060372699082,643
060372699091,441
060372699092,1669
060372701011,707
060372701012,1038
060372701021,780
060372701022,917
060372702001,446
060372702002,585
060372702003,978
060372703001,414
060372703002,464
060372711001,146
060372711002,95
060372711003,549
060372712001,1130
060372712002,891
060372713001,377
060372713002,362
060372713003,388
060372713004,427
060372714001,9
060372714002,141
060372714003,221
060372715001,698
060372715002,138
060372715003,305
060372716001,809
060372716002,333
060372716003,18
060372716004,1831
060372717021,753
060372717022,931
060372717023,1222
060372717031,484
060372717032,493
060372717033,632
060372717041,43
060372717042,2196
060372718011,558
060372718012,1296
060372718013,690
060372718031,837
060372718032,2088
060372718041,397
060372718042,1299
060372719011,854
060372719012,452
060372719013,761
060372719021,66
060372719022,836
060372719023,1568
060372721001,289
060372721002,808
060372721003,201
060372721004,125
060372721005,511
060372722011,720
060372722012,841
060372722021,405
060372722022,2136
060372723011,254
060372723012,522
060372723013,1116
060372723021,2225
060372723022,1156
060372731001,336
060372731002,755
060372731003,126
060372732001,134
060372732002,368
060372732003,223
060372732004,981
060372733001,1425
060372733002,377
060372733003,544
060372734031,444
060372734032,254
060372734041,454
060372734042,433
060372735021,616
060372735022,392
060372735023,853
060372736001,350
060372736002,203
060372736003,383
060372737001,432
060372737002,575
060372737003,365
060372738001,1069
060372738002,441
060372738003,240
060372739021,335
060372739022,228
060372739023,433
060372739024,486
060372739025,515
060372741001,811
060372741002,262
060372741003,203
060372741004,1268
060372742021,522
060372742022,317
060372742023,536
060372742024,577
060372751011,578
060372751021,502
060372751022,2309
060372751023,391
060372752001,1092
060372752002,625
060372752003,1187
060372753111,248
060372753112,595
060372753113,910
060372753114,673
060372753121,970
060372753131,438
060372753132,629
060372754001,231
060372754002,1055
060372754003,946
060372755001,579
060372755002,447
060372755003,258
060372755004,2137
060372756031,311
060372756032,516
060372756033,267
060372756041,740
060372756042,203
060372756043,4533
060372756051,811
060372756052,1078
060372760001,1654
060372760002,163
060372760003,448
060372760004,176
060372760005,18
060372761011,1577
060372761012,1136
060372761021,1624
060372761022,318
060372764001,210
060372764002,132
060372764003,223
060372764004,203
060372764005,163
060372765001,193
060372765002,0
060372765003,608
060372766011,253
060372766012,327
060372766013,344
060372766014,395
060372766051,535
060372766052,1258
060372766061,296
060372766062,1456
060372766071,1575
060372766072,104
060372766081,978
060372770001,995
060372770002,110
060372770003,197
060372770004,137
060372770005,456
060372771001,82
060372771002,511
060372771003,383
060372772001,412
060372772002,856
060372774001,107
060372774002,57
060372780011,142
060372780012,776
060372781021,193
060372781022,978
060372781023,330
060372911101,1772
060372911102,2144
060372911201,1536
060372911301,19
060372911302,573
060372911303,22
060372912101,698
060372912102,727
060372912103,1062
060372912201,929
060372912202,286
060372912203,869
060372913001,218
060372913002,509
060372913003,110
060372920011,2073
060372920012,1772
060372920021,222
060372920022,301
060372932031,1246
060372932032,505
060372932041,911
060372932042,540
060372932051,1206
060372932052,1562
060372932061,437
060372932062,1820
060372933011,1086
060372933021,550
060372933022,1579
060372933041,2484
060372933042,1202
060372933061,398
060372933062,306
060372933071,1253
060372933072,897
060372941101,758
060372941102,287
060372941103,287
060372941201,1053
060372941202,749
060372942001,617
060372942002,960
060372942003,339
060372943011,229
060372943012,317
060372943021,1764
060372943022,926
060372944101,1623
060372944102,1864
060372944211,326
060372944212,999
060372944213,541
060372945101,742
060372945102,2287
060372945201,632
060372945202,1574
060372946101,280
060372946102,2369
060372946201,908
060372946202,1167
060372946203,607
060372947011,424
060372947012,643
060372947013,954
060372948101,1624
060372948102,1665
060372948201,1898
060372948202,1322
060372948301,2403
060372948302,1103
060372949001,1784
060372949002,821
060372951031,0
060372951032,684
060372951033,530
060372962101,1902
060372962102,1033
060372962201,952
060372962202,2029
060372962203,821
060372963001,497
060372963002,266
060372963003,736
060372964011,222
060372964012,285
060372964021,108
060372964022,251
060372964023,337
060372965001,488
060372965002,825
060372965003,759
060372966001,1098
060372966002,1086
060372966003,1101
060372966004,1000
060372969011,2833
060372969012,361
060372969013,716
060372969021,1144
060372969022,915
060372969023,959
060372970011,300
060372970012,168
060372970021,1328
060372970022,1174
060372970023,37
060372971101,1190
060372971102,1920
060372971201,1259
060372971202,767
060372972011,2219
060372972012,1124
060372972021,766
060372972022,846
060372972023,449
060372973001,583
060372973002,496
060372974001,67
060372974002,136
060372974003,107
060372975011,31
060372975012,141
060372975013,405
060372975021,503
060372975022,315
060372976011,925
060372976012,662
060372976013,728
060372976021,774
060372976022,587
060372976023,646
060373001001,101
060373001002,246
060373001003,99
060373001004,141
060373002001,739
060373002002,132
060373002003,111
060373002004,38
060373002005,689
060373003011,51
060373003012,160
060373003013,137
060373003014,0
060373003015,357
060373003016,149
060373004001,441
060373004002,724
060373004003,130
060373004004,162
060373004005,51
060373004006,128
060373005011,10
060373005012,887
060373005031,1440
060373005032,1067
060373005033,1142
060373006011,1771
060373006012,1100
060373006021,190
060373006022,247
060373006023,682
060373007011,493
060373007012,35
060373007013,0
060373007014,0
060373007015,228
060373007021,138
060373007022,412
060373008001,2158
060373008002,441
060373008003,741
060373008004,379
060373008005,45
060373009011,26
060373009012,456
060373009013,28
060373009014,68
060373009021,108
060373009022,75
060373010001,102
060373010002,611
060373010003,887
060373010004,1172
060373011001,57
060373011002,21
060373011003,186
060373011004,403
060373011005,1560
060373011006,1771
060373012031,1406
060373012032,1372
060373012041,1547
060373012042,1330
060373012043,1429
060373012051,207
060373012052,294
060373012061,2750
060373012062,409
060373012063,246
060373012064,794
060373013001,6
060373013002,140
060373014001,20
060373014002,273
060373014003,148
060373014004,4
060373015011,162
060373015012,221
060373015021,1951
060373015022,2076
060373015023,1777
060373015024,920
060373016011,1386
060373016012,635
060373016013,1579
060373016014,1294
060373016021,1672
060373016022,506
060373016023,623
060373017011,788
060373017012,389
060373017021,1284
060373017022,1587
060373017023,1049
060373017024,720
060373018011,1031
060373018012,2595
060373018013,973
060373018021,2554
060373018022,1882
060373019011,1434
060373019012,1695
060373019021,1006
060373019022,1310
060373020021,626
060373020022,2088
060373020023,422
060373020031,1902
060373020032,1351
060373020041,2157
060373020042,1485
060373021021,630
060373021022,1884
060373021023,442
060373021024,477
060373021025,279
060373021031,1018
060373021032,1521
060373021033,1967
060373021041,628
060373021042,1037
060373021043,1396
060373022011,845
060373022012,963
060373022013,1669
060373022021,1387
060373022022,2175
060373022023,1417
060373023011,975
060373023012,1788
060373023021,1496
060373023022,1442
060373023023,923
060373023024,1220
060373024011,1506
060373024012,1337
060373024013,1253
060373024014,1602
060373024015,750
060373025031,1003
060373025032,1319
060373025033,1364
060373025041,1770
060373025042,865
060373025043,624
060373025051,1878
060373025052,443
060373025053,1790
060373025061,507
060373025062,710
060373025063,1112
060373101001,0
060373101002,95
060373101003,59
060373101004,163
060373102011,83
060373102012,116
060373102013,833
060373102014,1567
060373102021,606
060373102022,2225
060373102023,207
060373103001,193
060373103002,0
060373103003,247
060373104001,121
060373104002,302
060373104003,971
060373105011,1653
060373105012,1661
060373106011,1763
060373106012,1181
060373106013,1688
060373106021,345
060373106022,983
060373107011,2046
060373107031,1989
060373107032,1953
060373107041,2032
060373107042,1117
060373107043,631
060373107051,2265
060373108001,589
060373108002,134
060373108003,898
060373108004,301
060373108005,489
060373109001,432
060373109002,366
060373109003,255
060373109004,154
060373109005,136
060373109006,45
060373110001,232
060373110002,976
060373110003,200
060373111001,465
060373111002,432
060373111003,464
060373112001,59
060373112002,892
060373112003,805
060373113001,272
060373113002,606
060373113003,320
060373114001,397
060373114002,292
060373115001,479
060373115002,707
060373115003,1303
060373116011,609
060373116012,439
060373116021,632
060373116022,1562
060373116023,339
060373116024,1304
060373117001,335
060373117002,522
060373117003,400
060373117004,408
060373117005,283
060373117006,205
060373118011,1489
060373118012,761
060373118021,1755
060373118022,1720
060373201011,246
060373201012,491
060373201021,525
060373201022,346
060373202011,675
060373202012,762
060373202013,1304
060373202021,203
060373202022,756
060373202023,300
060373202024,454
060373203001,479
060373203002,937
060373203003,671
060373203004,823
060374002051,226
060374002061,229
060374002062,269
060374002071,145
060374002072,131
060374002073,7
060374002081,124
060374002091,94
060374002092,127
060374002093,80
060374003041,760
060374003042,1417
060374003043,853
060374003044,394
060374003045,228
060374004021,308
060374004022,571
060374004031,723
060374004032,677
060374004041,176
060374004042,23
060374004043,194
060374005011,206
060374006021,784
060374006022,1125
060374006023,860
060374006031,906
060374006032,956
060374006033,100
060374006051,180
060374006052,883
060374006053,307
060374008011,0
060374008012,662
060374008013,316
060374008014,186
060374010011,280
060374010012,189
060374010013,72
060374010021,441
060374010022,443
060374010023,1511
060374011011,153
060374011012,987
060374011013,989
060374011014,988
060374011021,1246
060374011022,337
060374011023,736
060374012011,188
060374012012,238
060374012021,129
060374012022,178
060374012023,609
060374012031,311
060374012032,1144
060374013031,318
060374013041,23
060374013042,138
060374013043,98
060374013111,279
060374013112,1377
060374013113,303
060374013114,168
060374013121,786
060374013122,229
060374015001,369
060374015002,567
060374015003,511
060374016011,17
060374016012,1011
060374016013,638
060374016021,1270
060374016022,664
060374016023,922
060374017051,103
060374017052,317
060374017061,1853
060374017062,562
060374017071,471
060374017072,1123
060374017073,1267
060374017074,871
060374018011,520
060374018012,218
060374018021,210
060374018022,219
060374019011,161
060374019012,22
060374019021,197
060374019022,2375
060374019023,440
060374019024,201
060374020011,903
060374020012,782
060374020021,556
060374020022,692
060374020023,260
060374021011,583
060374021012,581
060374021013,604
060374021021,767
060374021022,521
060374022001,690
060374022002,1209
060374022003,83
060374023011,985
060374023012,1830
060374023031,839
060374023032,610
060374023033,720
060374023041,1429
060374023042,1505
060374024031,301
060374024032,743
060374024041,8
060374024051,181
060374024052,392
060374024061,893
060374024062,212
060374024063,705
060374025011,1240
060374025012,2182
060374025031,1678
060374025032,1250
060374025041,577
060374025042,1105
060374026011,280
060374026012,516
060374026013,1165
060374026021,724
060374026022,720
060374026023,291
060374027021,1725
060374027022,687
060374027023,584
060374027024,1184
060374027031,1704
060374027032,444
060374027051,249
060374027052,594
060374027061,354
060374027062,721
060374027063,251
060374028011,1429
060374028012,431
060374028013,1469
060374028031,799
060374028032,1233
060374028041,1351
060374028042,640
060374028043,1542
060374029021,668
060374029022,909
060374029023,1874
060374029031,674
060374029032,925
060374029041,450
060374029042,759
060374030001,994
060374030002,425
060374030003,976
060374033051,568
060374033161,443
060374033162,808
060374033163,121
060374033171,217
060374033172,0
060374033173,584
060374033181,34
060374033182,471
060374033183,347
060374033184,209
060374033191,197
060374033192,1054
060374033201,404
060374033202,237
060374033211,673
060374033212,498
060374033213,63
060374033231,452
060374033232,551
060374033233,807
060374033241,0
060374033242,902
060374033243,909
060374033244,53
060374033251,305
060374033252,720
060374033261,559
060374033262,69
060374033271,259
060374033272,141
060374033281,417
060374033282,288
060374033283,889
060374034011,275
060374034012,329
060374034013,608
060374034021,376
060374034022,223
060374034031,142
060374034032,298
060374034033,206
060374034041,190
060374034042,35
060374034071,29
060374034072,68
060374034081,220
060374034082,340
060374034083,211
060374034084,359
060374034085,0
060374034091,294
060374034092,1103
060374035001,176
060374036011,313
060374036012,887
060374036013,0
060374036014,374
060374037021,268
060374037022,334
060374037031,225
060374037032,124
060374037033,169
060374037034,90
060374037211,701
060374037212,561
060374037213,95
060374037214,763
060374037221,2064
060374037222,1165
060374037223,359
060374038011,35
060374038012,1883
060374038013,854
060374038021,1082
060374038022,216
060374038023,1618
060374039011,607
060374039012,80
060374039013,172
060374039021,705
060374039022,587
060374039023,110
060374040001,37
060374040002,47
060374040003,118
060374040004,1248
060374041001,254
060374041002,416
060374041003,1020
060374041004,411
060374042011,1219
060374042012,296
060374042031,924
060374042032,350
060374043011,487
060374043012,1426
060374043013,1615
060374043014,818
060374043021,614
060374043022,287
060374044011,311
060374044012,745
060374044013,457
060374044021,847
060374044022,280
060374044023,640
060374044024,156
060374045011,714
060374045012,478
060374045031,568
060374045041,2082
060374045042,1295
060374046001,209
060374047011,848
060374047012,338
060374047013,653
060374047021,929
060374047022,933
060374047023,684
060374047031,607
060374047032,1091
060374048041,754
060374048042,709
060374048043,605
060374048051,1485
060374048052,89
060374048061,901
060374048062,1444
060374048063,411
060374049011,530
060374049012,501
060374049013,1150
060374049021,228
060374049022,524
060374049031,396
060374049032,467
060374050011,48
060374050012,74
060374050013,600
060374050014,736
060374050021,743
060374050022,203
060374051011,1045
060374051012,373
060374051013,681
060374051021,1659
060374051022,588
060374052011,820
060374052012,405
060374052013,808
060374052021,1062
060374052022,546
060374052023,873
060374052031,508
060374052032,372
060374053011,951
060374053012,443
060374053021,520
060374053022,428
060374053023,1241
060374054001,389
060374054002,0
060374054003,353
060374054004,269
060374055001,102
060374055002,412
060374055003,116
060374055004,422
060374055005,695
060374056001,613
060374056002,48
060374056003,163
060374056004,36
060374056005,259
060374057011,104
060374057012,562
060374057013,513
060374057021,566
060374057022,878
060374058001,897
060374058002,240
060374058003,505
060374059001,879
060374059002,454
060374060001,1198
060374060002,320
060374060003,154
060374060004,159
060374061011,480
060374061012,729
060374061013,466
060374061031,2530
060374061032,327
060374061033,988
060374061034,1292
060374062011,1276
060374062012,899
060374063001,28
060374063002,1682
060374063003,349
060374064131,369
060374064132,204
060374064133,251
060374064134,110
060374064135,131
060374064136,174
060374065001,0
060374065002,496
060374065003,645
060374065004,601
060374066011,157
060374066012,537
060374066013,264
060374066021,559
060374066022,551
060374066023,204
060374067011,1076
060374067012,112
060374067021,573
060374067022,572
060374067023,599
060374067024,1190
060374068011,398
060374068012,133
060374068013,503
060374069031,497
060374069032,88
060374069033,595
060374069034,232
060374069035,445
060374069036,177
060374070011,0
060374070012,1011
060374070013,183
060374070021,210
060374070022,259
060374071011,534
060374071012,405
060374071013,1033
060374071021,0
060374071022,843
060374071023,749
060374072011,755
060374072012,513
060374072021,348
060374072022,585
060374073011,406
060374073012,308
060374073013,132
060374073014,544
060374073021,597
060374073022,548
060374073023,0
060374074001,533
060374075011,152
060374075012,978
060374075013,505
060374075014,276
060374075021,335
060374075022,590
060374075023,246
060374076011,803
060374076012,906
060374076013,846
060374076021,666
060374076022,111
060374076023,331
060374076024,52
060374077011,1403
060374077012,149
060374077013,968
060374077021,492
060374077022,391
060374077023,120
060374077024,978
060374078011,211
060374078012,579
060374078013,528
060374078021,23
060374078022,249
060374078023,554
060374079011,193
060374079012,472
060374079013,245
060374079021,439
060374080031,31
060374080032,945
060374080041,1150
060374080051,440
060374080052,697
060374080053,405
060374080061,1936
060374081331,469
060374081332,2623
060374081333,224
060374081341,892
060374081351,1962
060374081352,86
060374081361,713
060374081362,174
060374081371,1215
060374081372,1279
060374081373,252
060374081381,404
060374081382,915
060374081383,415
060374081391,605
060374081392,515
060374081401,826
060374081402,250
060374081411,0
060374081412,640
060374081413,964
060374082121,600
060374082122,480
060374082131,328
060374082132,2823
060374082133,256
060374083011,0
060374083012,828
060374083013,496
060374083014,379
060374083021,1024
060374083031,546
060374083032,157
060374084011,630
060374084012,688
060374084021,55
060374084022,73
060374084023,420
060374085031,82
060374085032,36
060374085033,441
060374085034,279
060374085041,703
060374085042,885
060374085043,564
060374085051,161
060374085052,496
060374086231,1210
060374086241,216
060374086242,88
060374086251,102
060374086252,232
060374086253,257
060374086261,396
060374086262,338
060374086263,232
060374086271,338
060374086272,187
060374086281,14
060374086282,198
060374086283,1707
060374086291,115
060374086292,369
060374086311,457
060374086312,176
060374086313,844
060374087031,123
060374087032,203
060374087033,12
060374087051,290
060374087052,611
060374087053,337
060374087071,333
060374087072,47
060374087073,117
060374087221,485
060374087222,246
060374087241,1492
060374087242,2035
060374087243,1719
060374087251,290
060374087252,1545
060374087253,573
060374088001,636
060374088002,1191
060374088003,1503
060374089001,441
060374089002,277
060374089003,717
060374090001,678
060374090002,644
060374090003,109
060374090004,1774
060374091001,171
060374091002,284
060374091003,488
060374091004,719
060374300031,28
060374300032,294
060374300033,64
060374300041,284
060374300042,140
060374300043,347
060374300051,261
060374300052,808
060374301011,1216
060374301012,455
060374301013,600
060374301021,728
060374301022,512
060374301023,889
060374302001,253
060374303011,98
060374303012,0
060374303013,46
060374303014,890
060374303021,400
060374303022,398
060374303023,178
060374303024,294
060374303025,164
060374304001,148
060374304002,20
060374304003,283
060374304004,125
060374305011,33
060374305012,822
060374305013,228
060374305014,248
060374305021,24
060374305022,717
060374305023,782
060374305024,174
060374305025,362
060374305026,534
060374306001,0
060374306002,221
060374306003,405
060374307011,145
060374307012,1982
060374307013,0
060374307014,171
060374307211,190
060374307212,947
060374307213,372
060374307231,1139
060374307232,1970
060374307241,1464
060374307242,2341
060374308011,232
060374308012,1263
060374308013,1034
060374308014,1011
060374308021,614
060374308022,324
060374308023,124
060374308024,86
060374308031,199
060374308032,294
060374308033,640
060374308034,134
060374308035,165
060374309011,936
060374309012,301
060374309013,1803
060374309021,2472
060374309022,655
060374309023,668
060374310021,582
060374310022,548
060374310031,1251
060374310032,2246
060374310041,1728
060374310042,762
060374311001,770
060374311002,1058
060374311003,899
060374311004,641
060374312001,828
060374312002,464
060374312003,181
060374312004,647
060374313001,85
060374313002,286
060374313003,573
060374314001,249
060374314002,307
060374314003,416
060374314004,233
060374315011,279
060374315012,641
060374315013,1016
060374315021,372
060374315022,384
060374315023,424
060374315024,311
060374316001,416
060374316002,439
060374316003,192
060374317011,502
060374317012,26
060374317013,57
060374317014,444
060374317015,731
060374318001,471
060374318002,348
060374318003,1006
060374319001,500
060374319002,612
060374319003,925
060374320011,424
060374320012,191
060374320021,729
060374320022,329
060374320023,506
060374320024,330
060374321011,490
060374321012,405
060374321013,234
060374321021,240
060374321022,177
060374321023,157
060374321024,77
060374321025,546
060374322011,274
060374322012,1798
060374322021,502
060374322022,442
060374322023,741
060374323001,896
060374323002,636
060374323003,473
060374324011,1745
060374324012,543
060374324021,1512
060374324022,543
060374324023,1304
060374325011,1449
060374325012,1003
060374325021,1042
060374325022,236
060374326011,693
060374326012,1612
060374326013,432
060374326014,1179
060374326021,575
060374326022,1160
060374326023,243
060374327001,1991
060374327002,585
060374327003,634
060374328011,1139
060374328012,331
060374328021,1569
060374328022,1368
060374328023,1752
060374329011,1150
060374329012,496
060374329013,428
060374329021,460
060374329022,401
060374331031,874
060374331032,1390
060374331033,549
060374331034,234
060374332001,491
060374332002,272
060374332003,280
060374332004,1435
060374333021,1312
060374333041,1229
060374333042,1939
060374333051,2387
060374333052,1706
060374333061,868
060374333062,967
060374333071,475
060374333072,1059
060374334021,1296
060374334022,2327
060374334031,634
060374334032,1749
060374334033,985
060374335051,1101
060374335052,1420
060374335053,296
060374335061,1189
060374335062,2016
060374336011,1231
060374336012,1936
060374336021,1353
060374338031,549
060374338032,82
060374338041,2362
060374338042,190
060374338043,616
060374339011,2285
060374339012,1141
060374339013,635
060374339031,1354
060374339032,522
060374339033,1094
060374339034,407
060374340011,651
060374340012,806
060374340031,678
060374340032,730
060374340033,624
060374340041,1097
060374341001,882
060374341002,1265
060374341003,120
060374341004,491
060374341005,180
060374600011,104
060374600021,343
060374600022,65
060374601011,0
060374601012,33
060374601013,81
060374601014,177
060374601015,0
060374602001,16
060374602002,383
060374602003,72
060374602004,427
060374602005,39
060374603011,80
060374603012,135
060374603013,53
060374603014,588
060374603021,485
060374603022,245
060374603023,423
060374603024,611
060374604011,414
060374605011,90
060374605012,50
060374605013,257
060374605021,112
060374605022,141
060374605023,125
060374606011,129
060374606012,47
060374606013,209
060374606014,681
060374607001,0
060374607002,0
060374607003,40
060374607004,83
060374607005,158
060374608001,49
060374608002,11
060374609001,1058
060374609002,659
060374609003,338
060374609004,151
060374609005,403
060374610001,300
060374610002,596
060374610003,265
060374610004,84
060374611001,356
060374611002,589
060374611003,112
060374611004,809
060374612001,70
060374612002,267
060374612003,14
060374612004,303
060374613001,663
060374613002,330
060374613003,1209
060374613004,800
060374614001,875
060374614002,486
060374614003,195
060374615011,445
060374615012,620
060374615013,504
060374615021,183
060374615022,827
060374615023,517
060374615024,1071
060374616001,887
060374616002,253
060374616003,1513
060374616004,972
060374617001,44
060374617002,251
060374619011,2154
060374619012,490
060374619013,1301
060374619021,334
060374619022,1360
060374620011,1296
060374620012,2680
060374620021,484
060374620022,1937
060374620023,384
060374621001,493
060374621002,2285
060374621003,554
060374622011,874
060374622012,1024
060374622013,1270
060374622021,1156
060374622022,1127
060374623011,2044
060374623012,1016
060374623013,930
060374623021,1007
060374623022,613
060374623023,949
060374624001,170
060374624002,728
060374624003,429
060374624004,259
060374625001,574
060374625002,137
060374625003,738
060374625004,397
060374626001,234
060374626002,358
060374627001,216
060374627002,1112
060374627003,192
060374627004,656
060374627005,1242
060374628001,198
060374628002,1375
060374629001,274
060374629002,75
060374629003,390
060374630001,42
060374630002,1189
060374631031,489
060374631032,411
060374631033,235
060374631034,142
060374631035,726
060374632001,585
060374632002,272
060374632003,491
060374633001,670
060374633002,83
060374634001,706
060374634002,803
060374634003,259
060374634004,1400
060374635001,1621
060374635002,341
060374635003,1497
060374636011,988
060374636012,1344
060374636013,1036
060374636014,1453
060374636021,995
060374636022,1475
060374636023,1595
060374636024,790
060374637001,221
060374637002,1708
060374638001,0
060374638002,36
