"GEO_ID","NAME","B25008_001E","B25008_001M","B25008_002E","B25008_002M","B25008_003E","B25008_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"1500000US060371210201","Block Group 1, Census Tract 1210.20, Los Angeles County, California","2090","453","1159","449","931","335",
"1500000US060371210202","Block Group 2, Census Tract 1210.20, Los Angeles County, California","1525","525","994","298","531","439",
"1500000US060371211011","Block Group 1, Census Tract 1211.01, Los Angeles County, California","1305","429","935","436","370","184",
"1500000US060371211012","Block Group 2, Census Tract 1211.01, Los Angeles County, California","1783","379","743","321","1040","285",
"1500000US060371211021","Block Group 1, Census Tract 1211.02, Los Angeles County, California","792","206","477","182","315","144",
"1500000US060371211022","Block Group 2, Census Tract 1211.02, Los Angeles County, California","621","136","552","145","69","69",
"1500000US060371211023","Block Group 3, Census Tract 1211.02, Los Angeles County, California","848","261","486","242","362","225",
"1500000US060371212101","Block Group 1, Census Tract 1212.10, Los Angeles County, California","1947","485","1116","311","831","504",
"1500000US060371212102","Block Group 2, Census Tract 1212.10, Los Angeles County, California","1022","231","895","225","127","80",
"1500000US060371212211","Block Group 1, Census Tract 1212.21, Los Angeles County, California","531","199","451","183","80","74",
"1500000US060371212212","Block Group 2, Census Tract 1212.21, Los Angeles County, California","1798","295","1596","315","202","102",
"1500000US060371212221","Block Group 1, Census Tract 1212.22, Los Angeles County, California","1599","638","0","13","1599","638",
"1500000US060371212222","Block Group 2, Census Tract 1212.22, Los Angeles County, California","798","298","487","277","311","184",
"1500000US060371212223","Block Group 3, Census Tract 1212.22, Los Angeles County, California","2398","508","2055","472","343","260",
"1500000US060371216001","Block Group 1, Census Tract 1216, Los Angeles County, California","1872","282","1549","309","323","178",
"1500000US060371216002","Block Group 2, Census Tract 1216, Los Angeles County, California","837","266","704","264","133","110",
"1500000US060371218011","Block Group 1, Census Tract 1218.01, Los Angeles County, California","2014","616","596","313","1418","556",
"1500000US060371218012","Block Group 2, Census Tract 1218.01, Los Angeles County, California","1360","345","485","217","875","305",
"1500000US060371218021","Block Group 1, Census Tract 1218.02, Los Angeles County, California","1089","235","751","257","338","166",
"1500000US060371218022","Block Group 2, Census Tract 1218.02, Los Angeles County, California","1598","394","1064","356","534","254",
"1500000US060371219001","Block Group 1, Census Tract 1219, Los Angeles County, California","1217","384","487","180","730","365",
"1500000US060371219002","Block Group 2, Census Tract 1219, Los Angeles County, California","2315","630","1110","378","1205","617",
"1500000US060371220001","Block Group 1, Census Tract 1220, Los Angeles County, California","2078","608","1578","540","500","357",
"1500000US060371220002","Block Group 2, Census Tract 1220, Los Angeles County, California","1951","686","987","556","964","375",
"1500000US060371220003","Block Group 3, Census Tract 1220, Los Angeles County, California","869","380","753","375","116","99",
"1500000US060371221201","Block Group 1, Census Tract 1221.20, Los Angeles County, California","2200","562","1026","422","1174","457",
"1500000US060371221202","Block Group 2, Census Tract 1221.20, Los Angeles County, California","3121","761","2115","736","1006","561",
"1500000US060371221211","Block Group 1, Census Tract 1221.21, Los Angeles County, California","1598","385","464","144","1134","384",
"1500000US060371221212","Block Group 2, Census Tract 1221.21, Los Angeles County, California","1212","307","895","234","317","206",
"1500000US060371221221","Block Group 1, Census Tract 1221.22, Los Angeles County, California","1187","507","613","180","574","481",
"1500000US060371221222","Block Group 2, Census Tract 1221.22, Los Angeles County, California","1366","371","29","42","1337","367",
"1500000US060371222001","Block Group 1, Census Tract 1222, Los Angeles County, California","1901","434","1101","340","800","341",
"1500000US060371222002","Block Group 2, Census Tract 1222, Los Angeles County, California","1755","339","885","249","870","308",
"1500000US060371224101","Block Group 1, Census Tract 1224.10, Los Angeles County, California","2464","511","632","514","1832","294",
"1500000US060371224102","Block Group 2, Census Tract 1224.10, Los Angeles County, California","1029","323","124","115","905","334",
"1500000US060371224201","Block Group 1, Census Tract 1224.20, Los Angeles County, California","966","300","743","323","223","113",
"1500000US060371224202","Block Group 2, Census Tract 1224.20, Los Angeles County, California","2008","735","725","426","1283","619",
"1500000US060371224203","Block Group 3, Census Tract 1224.20, Los Angeles County, California","2088","510","262","171","1826","477",
"1500000US060371230101","Block Group 1, Census Tract 1230.10, Los Angeles County, California","2487","555","1141","359","1346","488",
"1500000US060371230102","Block Group 2, Census Tract 1230.10, Los Angeles County, California","1625","364","467","231","1158","310",
"1500000US060371230201","Block Group 1, Census Tract 1230.20, Los Angeles County, California","1545","435","908","239","637","371",
"1500000US060371230202","Block Group 2, Census Tract 1230.20, Los Angeles County, California","1238","330","751","287","487","195",
"1500000US060371231031","Block Group 1, Census Tract 1231.03, Los Angeles County, California","1346","341","628","246","718","247",
"1500000US060371231032","Block Group 2, Census Tract 1231.03, Los Angeles County, California","2651","588","1095","408","1556","509",
"1500000US060371231041","Block Group 1, Census Tract 1231.04, Los Angeles County, California","1306","342","674","274","632","221",
"1500000US060371231042","Block Group 2, Census Tract 1231.04, Los Angeles County, California","1521","372","475","256","1046","316",
"1500000US060371231043","Block Group 3, Census Tract 1231.04, Los Angeles County, California","1582","424","854","320","728","348",
"1500000US060371232031","Block Group 1, Census Tract 1232.03, Los Angeles County, California","1243","372","41","54","1202","369",
"1500000US060371232032","Block Group 2, Census Tract 1232.03, Los Angeles County, California","785","288","38","50","747","288",
"1500000US060371232033","Block Group 3, Census Tract 1232.03, Los Angeles County, California","1061","388","361","327","700","290",
"1500000US060371232041","Block Group 1, Census Tract 1232.04, Los Angeles County, California","1553","552","34","43","1519","555",
"1500000US060371232042","Block Group 2, Census Tract 1232.04, Los Angeles County, California","1728","496","567","177","1161","479",
"1500000US060371232051","Block Group 1, Census Tract 1232.05, Los Angeles County, California","1698","733","411","197","1287","693",
"1500000US060371232052","Block Group 2, Census Tract 1232.05, Los Angeles County, California","1069","241","167","138","902","220",
"1500000US060371232061","Block Group 1, Census Tract 1232.06, Los Angeles County, California","2289","260","586","167","1703","262",
"1500000US060371233011","Block Group 1, Census Tract 1233.01, Los Angeles County, California","2335","414","1521","391","814","252",
"1500000US060371233012","Block Group 2, Census Tract 1233.01, Los Angeles County, California","1967","368","583","211","1384","350",
"1500000US060371233031","Block Group 1, Census Tract 1233.03, Los Angeles County, California","993","253","481","217","512","199",
"1500000US060371233032","Block Group 2, Census Tract 1233.03, Los Angeles County, California","2003","237","554","150","1449","251",
"1500000US060371233041","Block Group 1, Census Tract 1233.04, Los Angeles County, California","2769","584","819","401","1950","530",
"1500000US060371233042","Block Group 2, Census Tract 1233.04, Los Angeles County, California","727","261","237","150","490","245",
"1500000US060371233043","Block Group 3, Census Tract 1233.04, Los Angeles County, California","971","217","8","12","963","217",
"1500000US060371234101","Block Group 1, Census Tract 1234.10, Los Angeles County, California","2674","617","364","270","2310","651",
"1500000US060371234102","Block Group 2, Census Tract 1234.10, Los Angeles County, California","1068","414","570","342","498","223",
"1500000US060371234201","Block Group 1, Census Tract 1234.20, Los Angeles County, California","2815","696","708","211","2107","674",
"1500000US060371234202","Block Group 2, Census Tract 1234.20, Los Angeles County, California","731","255","446","209","285","153",
"1500000US060371234203","Block Group 3, Census Tract 1234.20, Los Angeles County, California","1167","379","457","232","710","318",
"1500000US060371235101","Block Group 1, Census Tract 1235.10, Los Angeles County, California","2299","542","700","382","1599","391",
"1500000US060371235102","Block Group 2, Census Tract 1235.10, Los Angeles County, California","2660","565","599","287","2061","580",
"1500000US060371235201","Block Group 1, Census Tract 1235.20, Los Angeles County, California","2700","376","1246","338","1454","233",
"1500000US060371236011","Block Group 1, Census Tract 1236.01, Los Angeles County, California","913","276","348","212","565","206",
"1500000US060371236012","Block Group 2, Census Tract 1236.01, Los Angeles County, California","2167","446","1267","351","900","313",
"1500000US060371236013","Block Group 3, Census Tract 1236.01, Los Angeles County, California","1616","547","589","415","1027","351",
"1500000US060371236021","Block Group 1, Census Tract 1236.02, Los Angeles County, California","1988","539","739","345","1249","486",
"1500000US060371236022","Block Group 2, Census Tract 1236.02, Los Angeles County, California","701","264","294","163","407","295",
"1500000US060371236023","Block Group 3, Census Tract 1236.02, Los Angeles County, California","722","219","324","124","398","196",
"1500000US060371237001","Block Group 1, Census Tract 1237, Los Angeles County, California","1083","325","817","319","266","188",
"1500000US060371237002","Block Group 2, Census Tract 1237, Los Angeles County, California","733","320","593","329","140","91",
"1500000US060371237003","Block Group 3, Census Tract 1237, Los Angeles County, California","1185","327","505","261","680","281",
"1500000US060371237004","Block Group 4, Census Tract 1237, Los Angeles County, California","1464","570","808","489","656","347",
"1500000US060371238001","Block Group 1, Census Tract 1238, Los Angeles County, California","1555","412","774","369","781","335",
"1500000US060371238002","Block Group 2, Census Tract 1238, Los Angeles County, California","2364","764","1411","697","953","433",
"1500000US060371238003","Block Group 3, Census Tract 1238, Los Angeles County, California","1811","379","766","306","1045","345",
"1500000US060371239011","Block Group 1, Census Tract 1239.01, Los Angeles County, California","2709","480","439","198","2270","446",
"1500000US060371239012","Block Group 2, Census Tract 1239.01, Los Angeles County, California","1427","418","822","419","605","316",
"1500000US060371239021","Block Group 1, Census Tract 1239.02, Los Angeles County, California","1287","409","747","280","540","302",
"1500000US060371239022","Block Group 2, Census Tract 1239.02, Los Angeles County, California","1504","280","262","115","1242","297",
"1500000US060371240001","Block Group 1, Census Tract 1240, Los Angeles County, California","896","411","617","424","279","122",
"1500000US060371240002","Block Group 2, Census Tract 1240, Los Angeles County, California","1659","535","686","309","973","394",
"1500000US060371240003","Block Group 3, Census Tract 1240, Los Angeles County, California","1225","319","780","354","445","235",
"1500000US060371240004","Block Group 4, Census Tract 1240, Los Angeles County, California","1052","466","596","440","456","254",
"1500000US060371241021","Block Group 1, Census Tract 1241.02, Los Angeles County, California","1817","729","360","533","1457","489",
"1500000US060371241022","Block Group 2, Census Tract 1241.02, Los Angeles County, California","939","225","147","129","792","206",
"1500000US060371241023","Block Group 3, Census Tract 1241.02, Los Angeles County, California","828","173","330","114","498","172",
"1500000US060371241031","Block Group 1, Census Tract 1241.03, Los Angeles County, California","1956","365","782","221","1174","388",
"1500000US060371241041","Block Group 1, Census Tract 1241.04, Los Angeles County, California","1562","300","54","74","1508","295",
"1500000US060371241042","Block Group 2, Census Tract 1241.04, Los Angeles County, California","1034","392","634","340","400","189",
"1500000US060371241051","Block Group 1, Census Tract 1241.05, Los Angeles County, California","1026","290","276","156","750","278",
"1500000US060371241052","Block Group 2, Census Tract 1241.05, Los Angeles County, California","1402","256","148","104","1254","250",
"1500000US060371242011","Block Group 1, Census Tract 1242.01, Los Angeles County, California","1471","771","1019","676","452","389",
"1500000US060371242012","Block Group 2, Census Tract 1242.01, Los Angeles County, California","747","246","494","220","253","149",
"1500000US060371242013","Block Group 3, Census Tract 1242.01, Los Angeles County, California","1272","528","588","253","684","546",
"1500000US060371242031","Block Group 1, Census Tract 1242.03, Los Angeles County, California","606","159","491","167","115","102",
"1500000US060371242032","Block Group 2, Census Tract 1242.03, Los Angeles County, California","1463","318","203","139","1260","318",
"1500000US060371242041","Block Group 1, Census Tract 1242.04, Los Angeles County, California","1398","410","204","132","1194","376",
"1500000US060371242042","Block Group 2, Census Tract 1242.04, Los Angeles County, California","587","238","10","19","577","239",
"1500000US060371243001","Block Group 1, Census Tract 1243, Los Angeles County, California","547","209","118","80","429","213",
"1500000US060371243002","Block Group 2, Census Tract 1243, Los Angeles County, California","1191","315","325","167","866","293",
"1500000US060371243003","Block Group 3, Census Tract 1243, Los Angeles County, California","1081","240","533","192","548","197",
"1500000US060371244001","Block Group 1, Census Tract 1244, Los Angeles County, California","1076","326","338","137","738","285",
"1500000US060371244002","Block Group 2, Census Tract 1244, Los Angeles County, California","1416","341","481","237","935","317",
"1500000US060371244003","Block Group 3, Census Tract 1244, Los Angeles County, California","2093","725","534","199","1559","740",
"1500000US060371245001","Block Group 1, Census Tract 1245, Los Angeles County, California","1138","202","615","208","523","194",
"1500000US060371245002","Block Group 2, Census Tract 1245, Los Angeles County, California","1675","361","798","321","877","246",
"1500000US060371246001","Block Group 1, Census Tract 1246, Los Angeles County, California","516","162","356","133","160","148",
"1500000US060371246002","Block Group 2, Census Tract 1246, Los Angeles County, California","871","312","187","111","684","311",
"1500000US060371246003","Block Group 3, Census Tract 1246, Los Angeles County, California","1326","339","446","180","880","302",
"1500000US060371247001","Block Group 1, Census Tract 1247, Los Angeles County, California","1062","340","1062","340","0","13",
"1500000US060371247002","Block Group 2, Census Tract 1247, Los Angeles County, California","951","357","674","289","277","204",
"1500000US060371247003","Block Group 3, Census Tract 1247, Los Angeles County, California","1753","580","219","141","1534","568",
"1500000US060371247004","Block Group 4, Census Tract 1247, Los Angeles County, California","1450","477","490","217","960","523",
"1500000US060371249021","Block Group 1, Census Tract 1249.02, Los Angeles County, California","2225","561","403","233","1822","509",
"1500000US060371249022","Block Group 2, Census Tract 1249.02, Los Angeles County, California","1048","262","280","182","768","202",
"1500000US060371249031","Block Group 1, Census Tract 1249.03, Los Angeles County, California","2829","505","390","196","2439","553",
"1500000US060371249032","Block Group 2, Census Tract 1249.03, Los Angeles County, California","970","275","322","146","648","222",
"1500000US060371251011","Block Group 1, Census Tract 1251.01, Los Angeles County, California","1361","322","233","157","1128","305",
"1500000US060371251012","Block Group 2, Census Tract 1251.01, Los Angeles County, California","1534","676","384","251","1150","659",
"1500000US060371251013","Block Group 3, Census Tract 1251.01, Los Angeles County, California","924","250","51","47","873","248",
"1500000US060371251021","Block Group 1, Census Tract 1251.02, Los Angeles County, California","1392","221","525","205","867","283",
"1500000US060371251022","Block Group 2, Census Tract 1251.02, Los Angeles County, California","426","150","251","126","175","111",
"1500000US060371252001","Block Group 1, Census Tract 1252, Los Angeles County, California","1486","456","165","144","1321","440",
"1500000US060371252002","Block Group 2, Census Tract 1252, Los Angeles County, California","1172","377","724","245","448","272",
"1500000US060371252003","Block Group 3, Census Tract 1252, Los Angeles County, California","1073","350","513","187","560","306",
"1500000US060371253101","Block Group 1, Census Tract 1253.10, Los Angeles County, California","922","300","124","121","798","297",
"1500000US060371253102","Block Group 2, Census Tract 1253.10, Los Angeles County, California","750","528","655","539","95","72",
"1500000US060371253103","Block Group 3, Census Tract 1253.10, Los Angeles County, California","830","379","71","200","759","278",
"1500000US060371253104","Block Group 4, Census Tract 1253.10, Los Angeles County, California","438","230","0","13","438","230",
"1500000US060371253105","Block Group 5, Census Tract 1253.10, Los Angeles County, California","537","253","0","13","537","253",
"1500000US060371253211","Block Group 1, Census Tract 1253.21, Los Angeles County, California","1565","346","102","82","1463","354",
"1500000US060371253212","Block Group 2, Census Tract 1253.21, Los Angeles County, California","1153","513","84","115","1069","519",
"1500000US060371253221","Block Group 1, Census Tract 1253.22, Los Angeles County, California","1315","331","0","13","1315","331",
"1500000US060371253222","Block Group 2, Census Tract 1253.22, Los Angeles County, California","664","210","0","13","664","210",
"1500000US060371254021","Block Group 1, Census Tract 1254.02, Los Angeles County, California","1467","425","182","113","1285","417",
"1500000US060371254022","Block Group 2, Census Tract 1254.02, Los Angeles County, California","1059","456","674","449","385","158",
"1500000US060371254023","Block Group 3, Census Tract 1254.02, Los Angeles County, California","1994","716","733","647","1261","316",
"1500000US060371254031","Block Group 1, Census Tract 1254.03, Los Angeles County, California","1165","462","62","56","1103","464",
"1500000US060371254032","Block Group 2, Census Tract 1254.03, Los Angeles County, California","1179","259","61","69","1118","253",
"1500000US060371254041","Block Group 1, Census Tract 1254.04, Los Angeles County, California","2691","502","0","13","2691","502",
"1500000US060371255011","Block Group 1, Census Tract 1255.01, Los Angeles County, California","1677","288","110","78","1567","283",
"1500000US060371255012","Block Group 2, Census Tract 1255.01, Los Angeles County, California","1268","305","358","180","910","268",
"1500000US060371255021","Block Group 1, Census Tract 1255.02, Los Angeles County, California","1116","195","498","180","618","185",
"1500000US060371255022","Block Group 2, Census Tract 1255.02, Los Angeles County, California","1603","467","546","389","1057","264",
"1500000US060371255023","Block Group 3, Census Tract 1255.02, Los Angeles County, California","1098","382","84","113","1014","365",
"1500000US060371256001","Block Group 1, Census Tract 1256, Los Angeles County, California","731","218","485","177","246","181",
"1500000US060371256002","Block Group 2, Census Tract 1256, Los Angeles County, California","1131","332","631","303","500","219",
"1500000US060371256003","Block Group 3, Census Tract 1256, Los Angeles County, California","1121","359","537","206","584","279",
"1500000US060371271021","Block Group 1, Census Tract 1271.02, Los Angeles County, California","771","311","528","233","243","260",
"1500000US060371271022","Block Group 2, Census Tract 1271.02, Los Angeles County, California","2177","584","404","292","1773","499",
"1500000US060371271023","Block Group 3, Census Tract 1271.02, Los Angeles County, California","2192","511","821","375","1371","469",
"1500000US060371271031","Block Group 1, Census Tract 1271.03, Los Angeles County, California","3103","558","497","212","2606","572",
"1500000US060371271041","Block Group 1, Census Tract 1271.04, Los Angeles County, California","2107","1113","392","163","1715","1114",
"1500000US060371271042","Block Group 2, Census Tract 1271.04, Los Angeles County, California","1848","423","598","187","1250","441",
"1500000US060371272101","Block Group 1, Census Tract 1272.10, Los Angeles County, California","1341","525","567","346","774","353",
"1500000US060371272102","Block Group 2, Census Tract 1272.10, Los Angeles County, California","1786","568","559","502","1227","348",
"1500000US060371272103","Block Group 3, Census Tract 1272.10, Los Angeles County, California","2548","578","978","419","1570","480",
"1500000US060371272201","Block Group 1, Census Tract 1272.20, Los Angeles County, California","1369","517","436","249","933","484",
"1500000US060371272202","Block Group 2, Census Tract 1272.20, Los Angeles County, California","1374","513","438","307","936","425",
"1500000US060371272203","Block Group 3, Census Tract 1272.20, Los Angeles County, California","2569","439","1039","350","1530","403",
"1500000US060371273001","Block Group 1, Census Tract 1273, Los Angeles County, California","1938","556","953","243","985","526",
"1500000US060371273002","Block Group 2, Census Tract 1273, Los Angeles County, California","1671","442","640","217","1031","396",
"1500000US060371274001","Block Group 1, Census Tract 1274, Los Angeles County, California","1351","593","0","13","1351","593",
"1500000US060371274002","Block Group 2, Census Tract 1274, Los Angeles County, California","1557","445","984","400","573","236",
"1500000US060371274003","Block Group 3, Census Tract 1274, Los Angeles County, California","2118","463","752","276","1366","395",
"1500000US060371274004","Block Group 4, Census Tract 1274, Los Angeles County, California","1247","555","0","13","1247","555",
"1500000US060371275201","Block Group 1, Census Tract 1275.20, Los Angeles County, California","2911","755","0","13","2911","755",
"1500000US060371275202","Block Group 2, Census Tract 1275.20, Los Angeles County, California","1970","397","204","145","1766","385",
"1500000US060371276031","Block Group 1, Census Tract 1276.03, Los Angeles County, California","1561","324","123","67","1438","313",
"1500000US060371276032","Block Group 2, Census Tract 1276.03, Los Angeles County, California","1191","255","248","161","943","246",
"1500000US060371276041","Block Group 1, Census Tract 1276.04, Los Angeles County, California","1254","302","202","203","1052","260",
"1500000US060371276042","Block Group 2, Census Tract 1276.04, Los Angeles County, California","2034","525","447","224","1587","466",
"1500000US060371276051","Block Group 1, Census Tract 1276.05, Los Angeles County, California","1032","551","480","547","552","276",
"1500000US060371276052","Block Group 2, Census Tract 1276.05, Los Angeles County, California","2795","513","192","131","2603","521",
"1500000US060371276061","Block Group 1, Census Tract 1276.06, Los Angeles County, California","1112","289","499","202","613","290",
"1500000US060371276062","Block Group 2, Census Tract 1276.06, Los Angeles County, California","2067","431","645","363","1422","322",
"1500000US060371277111","Block Group 1, Census Tract 1277.11, Los Angeles County, California","2484","461","630","178","1854","400",
"1500000US060371277112","Block Group 2, Census Tract 1277.11, Los Angeles County, California","623","222","454","134","169","195",
"1500000US060371277121","Block Group 1, Census Tract 1277.12, Los Angeles County, California","1646","535","215","125","1431","533",
"1500000US060371277122","Block Group 2, Census Tract 1277.12, Los Angeles County, California","2106","728","331","200","1775","684",
"1500000US060371278031","Block Group 1, Census Tract 1278.03, Los Angeles County, California","2164","691","883","629","1281","381",
"1500000US060371278032","Block Group 2, Census Tract 1278.03, Los Angeles County, California","2629","572","438","206","2191","573",
"1500000US060371278041","Block Group 1, Census Tract 1278.04, Los Angeles County, California","1014","496","37","26","977","496",
"1500000US060371278042","Block Group 2, Census Tract 1278.04, Los Angeles County, California","2022","464","712","284","1310","401",
"1500000US060371278043","Block Group 3, Census Tract 1278.04, Los Angeles County, California","1780","1089","938","1066","842","284",
"1500000US060371278051","Block Group 1, Census Tract 1278.05, Los Angeles County, California","683","262","46","74","637","241",
"1500000US060371278052","Block Group 2, Census Tract 1278.05, Los Angeles County, California","1521","509","403","413","1118","375",
"1500000US060371278053","Block Group 3, Census Tract 1278.05, Los Angeles County, California","1085","357","447","237","638","325",
"1500000US060371278061","Block Group 1, Census Tract 1278.06, Los Angeles County, California","1260","444","201","142","1059","428",
"1500000US060371278062","Block Group 2, Census Tract 1278.06, Los Angeles County, California","814","266","384","241","430","187",
"1500000US060371278063","Block Group 3, Census Tract 1278.06, Los Angeles County, California","1009","360","135","94","874","354",
"1500000US060371279101","Block Group 1, Census Tract 1279.10, Los Angeles County, California","1901","637","535","286","1366","607",
"1500000US060371279102","Block Group 2, Census Tract 1279.10, Los Angeles County, California","2895","556","598","369","2297","469",
"1500000US060371279201","Block Group 1, Census Tract 1279.20, Los Angeles County, California","2588","791","908","388","1680","730",
"1500000US060371279202","Block Group 2, Census Tract 1279.20, Los Angeles County, California","2125","451","1285","450","840","378",
"1500000US060371281011","Block Group 1, Census Tract 1281.01, Los Angeles County, California","2165","380","618","193","1547","363",
"1500000US060371281012","Block Group 2, Census Tract 1281.01, Los Angeles County, California","830","338","263","136","567","314",
"1500000US060371281021","Block Group 1, Census Tract 1281.02, Los Angeles County, California","1698","543","80","81","1618","534",
"1500000US060371281022","Block Group 2, Census Tract 1281.02, Los Angeles County, California","2293","445","178","131","2115","431",
"1500000US060371281023","Block Group 3, Census Tract 1281.02, Los Angeles County, California","883","385","583","380","300","204",
"1500000US060371282101","Block Group 1, Census Tract 1282.10, Los Angeles County, California","3473","890","184","166","3289","891",
"1500000US060371282102","Block Group 2, Census Tract 1282.10, Los Angeles County, California","1813","368","0","13","1813","368",
"1500000US060371282201","Block Group 1, Census Tract 1282.20, Los Angeles County, California","1342","303","444","185","898","274",
"1500000US060371282202","Block Group 2, Census Tract 1282.20, Los Angeles County, California","1437","302","494","201","943","253",
"1500000US060371283021","Block Group 1, Census Tract 1283.02, Los Angeles County, California","2164","661","576","194","1588","643",
"1500000US060371283022","Block Group 2, Census Tract 1283.02, Los Angeles County, California","2463","453","0","13","2463","453",
"1500000US060371283031","Block Group 1, Census Tract 1283.03, Los Angeles County, California","1258","346","70","112","1188","332",
"1500000US060371283032","Block Group 2, Census Tract 1283.03, Los Angeles County, California","2458","635","144","137","2314","655",
"1500000US060371284001","Block Group 1, Census Tract 1284, Los Angeles County, California","843","248","670","247","173","105",
"1500000US060371284002","Block Group 2, Census Tract 1284, Los Angeles County, California","924","294","516","256","408","172",
"1500000US060371284003","Block Group 3, Census Tract 1284, Los Angeles County, California","1458","348","816","290","642","339",
"1500000US060371284004","Block Group 4, Census Tract 1284, Los Angeles County, California","1418","517","601","256","817","513",
"1500000US060371285001","Block Group 1, Census Tract 1285, Los Angeles County, California","889","165","232","89","657","157",
"1500000US060371285002","Block Group 2, Census Tract 1285, Los Angeles County, California","1336","416","499","234","837","343",
"1500000US060371285003","Block Group 3, Census Tract 1285, Los Angeles County, California","805","271","415","166","390","236",
"1500000US060371285004","Block Group 4, Census Tract 1285, Los Angeles County, California","1073","252","562","230","511","170",
"1500000US060371286011","Block Group 1, Census Tract 1286.01, Los Angeles County, California","1352","369","560","286","792","327",
"1500000US060371286012","Block Group 2, Census Tract 1286.01, Los Angeles County, California","2137","967","161","139","1976","965",
"1500000US060371286013","Block Group 3, Census Tract 1286.01, Los Angeles County, California","1328","389","148","125","1180","375",
"1500000US060371286021","Block Group 1, Census Tract 1286.02, Los Angeles County, California","795","185","328","134","467","153",
"1500000US060371286022","Block Group 2, Census Tract 1286.02, Los Angeles County, California","763","259","402","219","361","176",
"1500000US060371286023","Block Group 3, Census Tract 1286.02, Los Angeles County, California","1307","393","891","364","416","186",
"1500000US060371287031","Block Group 1, Census Tract 1287.03, Los Angeles County, California","1915","398","529","254","1386","415",
"1500000US060371287032","Block Group 2, Census Tract 1287.03, Los Angeles County, California","1042","637","63","63","979","655",
"1500000US060371287041","Block Group 1, Census Tract 1287.04, Los Angeles County, California","1256","331","628","244","628","279",
"1500000US060371287042","Block Group 2, Census Tract 1287.04, Los Angeles County, California","983","257","742","241","241","124",
"1500000US060371288011","Block Group 1, Census Tract 1288.01, Los Angeles County, California","1399","315","15","12","1384","317",
"1500000US060371288012","Block Group 2, Census Tract 1288.01, Los Angeles County, California","2408","621","1158","262","1250","548",
"1500000US060371288021","Block Group 1, Census Tract 1288.02, Los Angeles County, California","1454","473","780","326","674","369",
"1500000US060371288022","Block Group 2, Census Tract 1288.02, Los Angeles County, California","1366","340","394","180","972","320",
"1500000US060371288023","Block Group 3, Census Tract 1288.02, Los Angeles County, California","1482","510","289","209","1193","467",
"1500000US060371289101","Block Group 1, Census Tract 1289.10, Los Angeles County, California","1697","411","824","296","873","318",
"1500000US060371289102","Block Group 2, Census Tract 1289.10, Los Angeles County, California","1485","346","993","267","492","245",
"1500000US060371289103","Block Group 3, Census Tract 1289.10, Los Angeles County, California","1418","365","854","340","564","209",
"1500000US060371310211","Block Group 1, Census Tract 1310.21, Los Angeles County, California","2036","830","221","190","1815","860",
"1500000US060371310212","Block Group 2, Census Tract 1310.21, Los Angeles County, California","1423","398","498","194","925","387",
"1500000US060371310221","Block Group 1, Census Tract 1310.22, Los Angeles County, California","909","256","139","98","770","259",
"1500000US060371310222","Block Group 2, Census Tract 1310.22, Los Angeles County, California","1906","375","234","152","1672","356",
"1500000US060371310231","Block Group 1, Census Tract 1310.23, Los Angeles County, California","2946","339","1626","362","1320","334",
"1500000US060371310241","Block Group 1, Census Tract 1310.24, Los Angeles County, California","1550","395","556","289","994","393",
"1500000US060371310242","Block Group 2, Census Tract 1310.24, Los Angeles County, California","2336","1056","1093","565","1243","900",
"1500000US060371311001","Block Group 1, Census Tract 1311, Los Angeles County, California","1366","211","1273","227","93","101",
"1500000US060371311002","Block Group 2, Census Tract 1311, Los Angeles County, California","748","265","592","248","156","143",
"1500000US060371311003","Block Group 3, Census Tract 1311, Los Angeles County, California","1170","417","1017","380","153","154",
"1500000US060371312001","Block Group 1, Census Tract 1312, Los Angeles County, California","1221","308","827","234","394","214",
"1500000US060371312002","Block Group 2, Census Tract 1312, Los Angeles County, California","1615","537","1222","496","393","275",
"1500000US060371312003","Block Group 3, Census Tract 1312, Los Angeles County, California","610","166","493","129","117","123",
"1500000US060371313001","Block Group 1, Census Tract 1313, Los Angeles County, California","1497","388","793","218","704","407",
"1500000US060371313002","Block Group 2, Census Tract 1313, Los Angeles County, California","776","368","462","317","314","273",
"1500000US060371313003","Block Group 3, Census Tract 1313, Los Angeles County, California","2267","728","1768","759","499","305",
"1500000US060371314001","Block Group 1, Census Tract 1314, Los Angeles County, California","2861","522","1396","385","1465","430",
"1500000US060371314002","Block Group 2, Census Tract 1314, Los Angeles County, California","1098","437","485","186","613","414",
"1500000US060371314003","Block Group 3, Census Tract 1314, Los Angeles County, California","2243","922","1319","884","924","342",
"1500000US060371316001","Block Group 1, Census Tract 1316, Los Angeles County, California","1290","385","849","313","441","312",
"1500000US060371316002","Block Group 2, Census Tract 1316, Los Angeles County, California","1431","465","1401","476","30","50",
"1500000US060371316003","Block Group 3, Census Tract 1316, Los Angeles County, California","1083","508","966","500","117","100",
"1500000US060371316004","Block Group 4, Census Tract 1316, Los Angeles County, California","1166","641","1044","641","122","114",
"1500000US060371317011","Block Group 1, Census Tract 1317.01, Los Angeles County, California","3208","599","1280","302","1928","564",
