"GEO_ID","NAME","B25008_001E","B25008_001M","B25008_002E","B25008_002M","B25008_003E","B25008_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"1500000US060374301023","Block Group 3, Census Tract 4301.02, Los Angeles County, California","1921","550","1032","423","889","522",
"1500000US060374302001","Block Group 1, Census Tract 4302, Los Angeles County, California","940","147","687","134","253","70",
"1500000US060374303011","Block Group 1, Census Tract 4303.01, Los Angeles County, California","566","137","468","154","98","81",
"1500000US060374303012","Block Group 2, Census Tract 4303.01, Los Angeles County, California","0","13","0","13","0","13",
"1500000US060374303013","Block Group 3, Census Tract 4303.01, Los Angeles County, California","1328","369","1282","374","46","56",
"1500000US060374303014","Block Group 4, Census Tract 4303.01, Los Angeles County, California","2593","637","1703","623","890","449",
"1500000US060374303021","Block Group 1, Census Tract 4303.02, Los Angeles County, California","987","270","587","255","400","251",
"1500000US060374303022","Block Group 2, Census Tract 4303.02, Los Angeles County, California","1741","498","1343","493","398","306",
"1500000US060374303023","Block Group 3, Census Tract 4303.02, Los Angeles County, California","750","209","572","218","178","129",
"1500000US060374303024","Block Group 4, Census Tract 4303.02, Los Angeles County, California","873","225","579","215","294","159",
"1500000US060374303025","Block Group 5, Census Tract 4303.02, Los Angeles County, California","914","280","750","292","164","107",
"1500000US060374304001","Block Group 1, Census Tract 4304, Los Angeles County, California","1415","305","1267","283","148","118",
"1500000US060374304002","Block Group 2, Census Tract 4304, Los Angeles County, California","768","484","748","486","20","33",
"1500000US060374304003","Block Group 3, Census Tract 4304, Los Angeles County, California","1135","483","852","434","283","216",
"1500000US060374304004","Block Group 4, Census Tract 4304, Los Angeles County, California","1122","290","997","270","125","118",
"1500000US060374305011","Block Group 1, Census Tract 4305.01, Los Angeles County, California","812","257","779","259","33","55",
"1500000US060374305012","Block Group 2, Census Tract 4305.01, Los Angeles County, California","1724","679","902","291","822","700",
"1500000US060374305013","Block Group 3, Census Tract 4305.01, Los Angeles County, California","855","253","627","256","228","151",
"1500000US060374305014","Block Group 4, Census Tract 4305.01, Los Angeles County, California","1343","332","1095","289","248","211",
"1500000US060374305021","Block Group 1, Census Tract 4305.02, Los Angeles County, California","605","434","581","438","24","36",
"1500000US060374305022","Block Group 2, Census Tract 4305.02, Los Angeles County, California","2010","495","1293","486","717","311",
"1500000US060374305023","Block Group 3, Census Tract 4305.02, Los Angeles County, California","1300","377","518","230","782","350",
"1500000US060374305024","Block Group 4, Census Tract 4305.02, Los Angeles County, California","482","254","308","266","174","131",
"1500000US060374305025","Block Group 5, Census Tract 4305.02, Los Angeles County, California","927","282","565","244","362","214",
"1500000US060374305026","Block Group 6, Census Tract 4305.02, Los Angeles County, California","1190","349","656","285","534","198",
"1500000US060374306001","Block Group 1, Census Tract 4306, Los Angeles County, California","532","221","532","221","0","13",
"1500000US060374306002","Block Group 2, Census Tract 4306, Los Angeles County, California","2011","599","1790","566","221","243",
"1500000US060374306003","Block Group 3, Census Tract 4306, Los Angeles County, California","2030","370","1625","373","405","256",
"1500000US060374307011","Block Group 1, Census Tract 4307.01, Los Angeles County, California","968","435","823","457","145","146",
"1500000US060374307012","Block Group 2, Census Tract 4307.01, Los Angeles County, California","2490","474","508","172","1982","471",
"1500000US060374307013","Block Group 3, Census Tract 4307.01, Los Angeles County, California","731","208","731","208","0","13",
"1500000US060374307014","Block Group 4, Census Tract 4307.01, Los Angeles County, California","1031","341","860","270","171","205",
"1500000US060374307211","Block Group 1, Census Tract 4307.21, Los Angeles County, California","709","363","519","251","190","242",
"1500000US060374307212","Block Group 2, Census Tract 4307.21, Los Angeles County, California","1899","557","952","337","947","449",
"1500000US060374307213","Block Group 3, Census Tract 4307.21, Los Angeles County, California","924","350","552","283","372","196",
"1500000US060374307231","Block Group 1, Census Tract 4307.23, Los Angeles County, California","1819","491","680","335","1139","339",
"1500000US060374307232","Block Group 2, Census Tract 4307.23, Los Angeles County, California","3095","664","1125","324","1970","657",
"1500000US060374307241","Block Group 1, Census Tract 4307.24, Los Angeles County, California","2167","488","703","325","1464","414",
"1500000US060374307242","Block Group 2, Census Tract 4307.24, Los Angeles County, California","2792","952","451","242","2341","954",
"1500000US060374308011","Block Group 1, Census Tract 4308.01, Los Angeles County, California","788","368","556","297","232","238",
"1500000US060374308012","Block Group 2, Census Tract 4308.01, Los Angeles County, California","2521","917","1258","476","1263","888",
"1500000US060374308013","Block Group 3, Census Tract 4308.01, Los Angeles County, California","1745","826","711","517","1034","626",
"1500000US060374308014","Block Group 4, Census Tract 4308.01, Los Angeles County, California","1680","482","669","313","1011","461",
"1500000US060374308021","Block Group 1, Census Tract 4308.02, Los Angeles County, California","1313","349","699","209","614","364",
"1500000US060374308022","Block Group 2, Census Tract 4308.02, Los Angeles County, California","1214","341","890","299","324","271",
"1500000US060374308023","Block Group 3, Census Tract 4308.02, Los Angeles County, California","882","370","758","354","124","131",
"1500000US060374308024","Block Group 4, Census Tract 4308.02, Los Angeles County, California","1003","346","917","344","86","113",
"1500000US060374308031","Block Group 1, Census Tract 4308.03, Los Angeles County, California","868","231","669","223","199","160",
"1500000US060374308032","Block Group 2, Census Tract 4308.03, Los Angeles County, California","1503","339","1209","283","294","236",
"1500000US060374308033","Block Group 3, Census Tract 4308.03, Los Angeles County, California","1151","362","511","188","640","349",
"1500000US060374308034","Block Group 4, Census Tract 4308.03, Los Angeles County, California","988","502","854","498","134","123",
"1500000US060374308035","Block Group 5, Census Tract 4308.03, Los Angeles County, California","820","341","655","278","165","221",
"1500000US060374309011","Block Group 1, Census Tract 4309.01, Los Angeles County, California","1816","443","880","356","936","382",
"1500000US060374309012","Block Group 2, Census Tract 4309.01, Los Angeles County, California","753","237","452","213","301","132",
"1500000US060374309013","Block Group 3, Census Tract 4309.01, Los Angeles County, California","2022","482","219","224","1803","473",
"1500000US060374309021","Block Group 1, Census Tract 4309.02, Los Angeles County, California","3343","601","871","348","2472","619",
"1500000US060374309022","Block Group 2, Census Tract 4309.02, Los Angeles County, California","931","304","276","137","655","287",
"1500000US060374309023","Block Group 3, Census Tract 4309.02, Los Angeles County, California","867","411","199","140","668","408",
"1500000US060374310021","Block Group 1, Census Tract 4310.02, Los Angeles County, California","1418","245","836","221","582","179",
"1500000US060374310022","Block Group 2, Census Tract 4310.02, Los Angeles County, California","1358","261","810","230","548","242",
"1500000US060374310031","Block Group 1, Census Tract 4310.03, Los Angeles County, California","1416","901","165","138","1251","941",
"1500000US060374310032","Block Group 2, Census Tract 4310.03, Los Angeles County, California","3229","1193","983","366","2246","1272",
"1500000US060374310041","Block Group 1, Census Tract 4310.04, Los Angeles County, California","2292","613","564","246","1728","581",
"1500000US060374310042","Block Group 2, Census Tract 4310.04, Los Angeles County, California","1180","534","418","209","762","497",
"1500000US060374311001","Block Group 1, Census Tract 4311, Los Angeles County, California","2222","795","1452","683","770","543",
"1500000US060374311002","Block Group 2, Census Tract 4311, Los Angeles County, California","2096","481","1038","396","1058","357",
"1500000US060374311003","Block Group 3, Census Tract 4311, Los Angeles County, California","1146","334","247","169","899","289",
"1500000US060374311004","Block Group 4, Census Tract 4311, Los Angeles County, California","1205","382","564","275","641","301",
"1500000US060374312001","Block Group 1, Census Tract 4312, Los Angeles County, California","1977","612","1149","462","828","458",
"1500000US060374312002","Block Group 2, Census Tract 4312, Los Angeles County, California","1919","598","1455","565","464","316",
"1500000US060374312003","Block Group 3, Census Tract 4312, Los Angeles County, California","509","290","328","214","181","237",
"1500000US060374312004","Block Group 4, Census Tract 4312, Los Angeles County, California","1729","404","1082","261","647","361",
"1500000US060374313001","Block Group 1, Census Tract 4313, Los Angeles County, California","831","227","746","253","85","67",
"1500000US060374313002","Block Group 2, Census Tract 4313, Los Angeles County, California","904","267","618","206","286","180",
"1500000US060374313003","Block Group 3, Census Tract 4313, Los Angeles County, California","910","279","337","141","573","267",
"1500000US060374314001","Block Group 1, Census Tract 4314, Los Angeles County, California","1132","435","883","343","249","291",
"1500000US060374314002","Block Group 2, Census Tract 4314, Los Angeles County, California","864","193","557","235","307","217",
"1500000US060374314003","Block Group 3, Census Tract 4314, Los Angeles County, California","1146","496","730","468","416","269",
"1500000US060374314004","Block Group 4, Census Tract 4314, Los Angeles County, California","766","224","533","208","233","123",
"1500000US060374315011","Block Group 1, Census Tract 4315.01, Los Angeles County, California","933","243","654","223","279","179",
"1500000US060374315012","Block Group 2, Census Tract 4315.01, Los Angeles County, California","1646","396","1005","373","641","226",
"1500000US060374315013","Block Group 3, Census Tract 4315.01, Los Angeles County, California","1584","323","568","203","1016","338",
"1500000US060374315021","Block Group 1, Census Tract 4315.02, Los Angeles County, California","953","459","581","448","372","208",
"1500000US060374315022","Block Group 2, Census Tract 4315.02, Los Angeles County, California","1478","501","1094","479","384","263",
"1500000US060374315023","Block Group 3, Census Tract 4315.02, Los Angeles County, California","1096","401","672","346","424","255",
"1500000US060374315024","Block Group 4, Census Tract 4315.02, Los Angeles County, California","732","212","421","129","311","227",
"1500000US060374316001","Block Group 1, Census Tract 4316, Los Angeles County, California","1454","417","1038","417","416","243",
"1500000US060374316002","Block Group 2, Census Tract 4316, Los Angeles County, California","1991","433","1552","323","439","380",
"1500000US060374316003","Block Group 3, Census Tract 4316, Los Angeles County, California","578","212","386","147","192","202",
"1500000US060374317011","Block Group 1, Census Tract 4317.01, Los Angeles County, California","1061","842","559","607","502","554",
"1500000US060374317012","Block Group 2, Census Tract 4317.01, Los Angeles County, California","921","387","895","393","26","43",
"1500000US060374317013","Block Group 3, Census Tract 4317.01, Los Angeles County, California","702","332","645","335","57","63",
"1500000US060374317014","Block Group 4, Census Tract 4317.01, Los Angeles County, California","1808","957","1364","846","444","367",
"1500000US060374317015","Block Group 5, Census Tract 4317.01, Los Angeles County, California","1685","445","954","358","731","357",
"1500000US060374318001","Block Group 1, Census Tract 4318, Los Angeles County, California","1363","425","892","378","471","334",
"1500000US060374318002","Block Group 2, Census Tract 4318, Los Angeles County, California","2104","621","1756","602","348","229",
"1500000US060374318003","Block Group 3, Census Tract 4318, Los Angeles County, California","1353","376","347","160","1006","380",
"1500000US060374319001","Block Group 1, Census Tract 4319, Los Angeles County, California","840","241","340","194","500","246",
"1500000US060374319002","Block Group 2, Census Tract 4319, Los Angeles County, California","1371","392","759","353","612","151",
"1500000US060374319003","Block Group 3, Census Tract 4319, Los Angeles County, California","1657","433","732","282","925","402",
"1500000US060374320011","Block Group 1, Census Tract 4320.01, Los Angeles County, California","1195","362","771","344","424","317",
"1500000US060374320012","Block Group 2, Census Tract 4320.01, Los Angeles County, California","802","254","611","287","191","173",
"1500000US060374320021","Block Group 1, Census Tract 4320.02, Los Angeles County, California","1944","449","1215","384","729","341",
"1500000US060374320022","Block Group 2, Census Tract 4320.02, Los Angeles County, California","1034","537","705","597","329","228",
"1500000US060374320023","Block Group 3, Census Tract 4320.02, Los Angeles County, California","888","367","382","232","506","307",
"1500000US060374320024","Block Group 4, Census Tract 4320.02, Los Angeles County, California","1091","321","761","271","330","280",
"1500000US060374321011","Block Group 1, Census Tract 4321.01, Los Angeles County, California","1722","460","1232","436","490","238",
"1500000US060374321012","Block Group 2, Census Tract 4321.01, Los Angeles County, California","1567","440","1162","404","405","224",
"1500000US060374321013","Block Group 3, Census Tract 4321.01, Los Angeles County, California","1123","273","889","238","234","188",
"1500000US060374321021","Block Group 1, Census Tract 4321.02, Los Angeles County, California","1332","314","1092","289","240","148",
"1500000US060374321022","Block Group 2, Census Tract 4321.02, Los Angeles County, California","1420","336","1243","353","177","103",
"1500000US060374321023","Block Group 3, Census Tract 4321.02, Los Angeles County, California","1068","375","911","332","157","215",
"1500000US060374321024","Block Group 4, Census Tract 4321.02, Los Angeles County, California","606","262","529","270","77","46",
"1500000US060374321025","Block Group 5, Census Tract 4321.02, Los Angeles County, California","1499","356","953","277","546","345",
"1500000US060374322011","Block Group 1, Census Tract 4322.01, Los Angeles County, California","1316","390","1042","401","274","178",
"1500000US060374322012","Block Group 2, Census Tract 4322.01, Los Angeles County, California","3464","975","1666","390","1798","961",
"1500000US060374322021","Block Group 1, Census Tract 4322.02, Los Angeles County, California","1222","362","720","347","502","298",
"1500000US060374322022","Block Group 2, Census Tract 4322.02, Los Angeles County, California","781","230","339","190","442","199",
"1500000US060374322023","Block Group 3, Census Tract 4322.02, Los Angeles County, California","1760","380","1019","290","741","377",
"1500000US060374323001","Block Group 1, Census Tract 4323, Los Angeles County, California","1401","772","505","292","896","738",
"1500000US060374323002","Block Group 2, Census Tract 4323, Los Angeles County, California","1265","452","629","242","636","416",
"1500000US060374323003","Block Group 3, Census Tract 4323, Los Angeles County, California","1325","354","852","279","473","251",
"1500000US060374324011","Block Group 1, Census Tract 4324.01, Los Angeles County, California","2723","699","978","555","1745","498",
"1500000US060374324012","Block Group 2, Census Tract 4324.01, Los Angeles County, California","1094","345","551","209","543","285",
"1500000US060374324021","Block Group 1, Census Tract 4324.02, Los Angeles County, California","2435","622","923","469","1512","498",
"1500000US060374324022","Block Group 2, Census Tract 4324.02, Los Angeles County, California","1174","641","631","611","543","202",
"1500000US060374324023","Block Group 3, Census Tract 4324.02, Los Angeles County, California","2020","612","716","376","1304","505",
"1500000US060374325011","Block Group 1, Census Tract 4325.01, Los Angeles County, California","2806","534","1357","482","1449","533",
"1500000US060374325012","Block Group 2, Census Tract 4325.01, Los Angeles County, California","1868","557","865","469","1003","451",
"1500000US060374325021","Block Group 1, Census Tract 4325.02, Los Angeles County, California","2026","1076","984","533","1042","1017",
"1500000US060374325022","Block Group 2, Census Tract 4325.02, Los Angeles County, California","1692","503","1456","490","236","233",
"1500000US060374326011","Block Group 1, Census Tract 4326.01, Los Angeles County, California","1048","409","355","242","693","390",
"1500000US060374326012","Block Group 2, Census Tract 4326.01, Los Angeles County, California","2655","676","1043","528","1612","650",
"1500000US060374326013","Block Group 3, Census Tract 4326.01, Los Angeles County, California","1415","366","983","342","432","244",
"1500000US060374326014","Block Group 4, Census Tract 4326.01, Los Angeles County, California","1976","738","797","447","1179","594",
"1500000US060374326021","Block Group 1, Census Tract 4326.02, Los Angeles County, California","1270","394","695","295","575","272",
"1500000US060374326022","Block Group 2, Census Tract 4326.02, Los Angeles County, California","1917","557","757","384","1160","510",
"1500000US060374326023","Block Group 3, Census Tract 4326.02, Los Angeles County, California","1156","339","913","285","243","200",
"1500000US060374327001","Block Group 1, Census Tract 4327, Los Angeles County, California","2840","862","849","364","1991","867",
"1500000US060374327002","Block Group 2, Census Tract 4327, Los Angeles County, California","1177","438","592","314","585","297",
"1500000US060374327003","Block Group 3, Census Tract 4327, Los Angeles County, California","1584","493","950","347","634","418",
"1500000US060374328011","Block Group 1, Census Tract 4328.01, Los Angeles County, California","1752","310","613","312","1139","360",
"1500000US060374328012","Block Group 2, Census Tract 4328.01, Los Angeles County, California","749","252","418","198","331","206",
"1500000US060374328021","Block Group 1, Census Tract 4328.02, Los Angeles County, California","1876","507","307","187","1569","466",
"1500000US060374328022","Block Group 2, Census Tract 4328.02, Los Angeles County, California","1605","800","237","158","1368","795",
"1500000US060374328023","Block Group 3, Census Tract 4328.02, Los Angeles County, California","1856","523","104","103","1752","508",
"1500000US060374329011","Block Group 1, Census Tract 4329.01, Los Angeles County, California","1953","456","803","265","1150","377",
"1500000US060374329012","Block Group 2, Census Tract 4329.01, Los Angeles County, California","846","321","350","187","496","269",
"1500000US060374329013","Block Group 3, Census Tract 4329.01, Los Angeles County, California","1215","492","787","501","428","225",
"1500000US060374329021","Block Group 1, Census Tract 4329.02, Los Angeles County, California","1403","425","943","278","460","330",
"1500000US060374329022","Block Group 2, Census Tract 4329.02, Los Angeles County, California","1616","269","1215","274","401","184",
"1500000US060374331031","Block Group 1, Census Tract 4331.03, Los Angeles County, California","2179","461","1305","440","874","339",
"1500000US060374331032","Block Group 2, Census Tract 4331.03, Los Angeles County, California","2132","532","742","279","1390","512",
"1500000US060374331033","Block Group 3, Census Tract 4331.03, Los Angeles County, California","1045","368","496","293","549","273",
"1500000US060374331034","Block Group 4, Census Tract 4331.03, Los Angeles County, California","1480","443","1246","338","234","300",
"1500000US060374332001","Block Group 1, Census Tract 4332, Los Angeles County, California","819","332","328","222","491","272",
"1500000US060374332002","Block Group 2, Census Tract 4332, Los Angeles County, California","500","235","228","156","272","199",
"1500000US060374332003","Block Group 3, Census Tract 4332, Los Angeles County, California","1669","601","1389","639","280","154",
"1500000US060374332004","Block Group 4, Census Tract 4332, Los Angeles County, California","2690","567","1255","432","1435","373",
"1500000US060374333021","Block Group 1, Census Tract 4333.02, Los Angeles County, California","1590","467","278","180","1312","459",
"1500000US060374333041","Block Group 1, Census Tract 4333.04, Los Angeles County, California","1685","429","456","253","1229","451",
"1500000US060374333042","Block Group 2, Census Tract 4333.04, Los Angeles County, California","2343","550","404","213","1939","537",
"1500000US060374333051","Block Group 1, Census Tract 4333.05, Los Angeles County, California","2957","626","570","318","2387","600",
"1500000US060374333052","Block Group 2, Census Tract 4333.05, Los Angeles County, California","1990","586","284","204","1706","572",
"1500000US060374333061","Block Group 1, Census Tract 4333.06, Los Angeles County, California","1863","375","995","295","868","273",
"1500000US060374333062","Block Group 2, Census Tract 4333.06, Los Angeles County, California","1228","439","261","146","967","393",
"1500000US060374333071","Block Group 1, Census Tract 4333.07, Los Angeles County, California","1350","234","875","211","475","208",
"1500000US060374333072","Block Group 2, Census Tract 4333.07, Los Angeles County, California","1377","314","318","244","1059","238",
"1500000US060374334021","Block Group 1, Census Tract 4334.02, Los Angeles County, California","1613","500","317","202","1296","491",
"1500000US060374334022","Block Group 2, Census Tract 4334.02, Los Angeles County, California","3219","745","892","574","2327","570",
"1500000US060374334031","Block Group 1, Census Tract 4334.03, Los Angeles County, California","1946","520","1312","516","634","236",
"1500000US060374334032","Block Group 2, Census Tract 4334.03, Los Angeles County, California","1916","531","167","156","1749","513",
"1500000US060374334033","Block Group 3, Census Tract 4334.03, Los Angeles County, California","1058","367","73","67","985","377",
"1500000US060374335051","Block Group 1, Census Tract 4335.05, Los Angeles County, California","1732","366","631","243","1101","328",
"1500000US060374335052","Block Group 2, Census Tract 4335.05, Los Angeles County, California","1688","493","268","147","1420","477",
"1500000US060374335053","Block Group 3, Census Tract 4335.05, Los Angeles County, California","1115","656","819","599","296","259",
"1500000US060374335061","Block Group 1, Census Tract 4335.06, Los Angeles County, California","1772","336","583","327","1189","335",
"1500000US060374335062","Block Group 2, Census Tract 4335.06, Los Angeles County, California","2217","490","201","215","2016","460",
"1500000US060374336011","Block Group 1, Census Tract 4336.01, Los Angeles County, California","2625","431","1394","419","1231","428",
"1500000US060374336012","Block Group 2, Census Tract 4336.01, Los Angeles County, California","2832","694","896","318","1936","649",
"1500000US060374336021","Block Group 1, Census Tract 4336.02, Los Angeles County, California","2843","374","1490","280","1353","348",
"1500000US060374338031","Block Group 1, Census Tract 4338.03, Los Angeles County, California","1754","452","1205","246","549","445",
"1500000US060374338032","Block Group 2, Census Tract 4338.03, Los Angeles County, California","1451","298","1369","293","82","78",
"1500000US060374338041","Block Group 1, Census Tract 4338.04, Los Angeles County, California","2927","668","565","307","2362","656",
"1500000US060374338042","Block Group 2, Census Tract 4338.04, Los Angeles County, California","384","212","194","166","190","152",
"1500000US060374338043","Block Group 3, Census Tract 4338.04, Los Angeles County, California","1357","321","741","309","616","290",
"1500000US060374339011","Block Group 1, Census Tract 4339.01, Los Angeles County, California","3111","713","826","249","2285","718",
"1500000US060374339012","Block Group 2, Census Tract 4339.01, Los Angeles County, California","1355","402","214","174","1141","428",
"1500000US060374339013","Block Group 3, Census Tract 4339.01, Los Angeles County, California","996","394","361","269","635","309",
"1500000US060374339031","Block Group 1, Census Tract 4339.03, Los Angeles County, California","1468","400","114","107","1354","415",
"1500000US060374339032","Block Group 2, Census Tract 4339.03, Los Angeles County, California","757","281","235","148","522","267",
"1500000US060374339033","Block Group 3, Census Tract 4339.03, Los Angeles County, California","1929","709","835","253","1094","693",
"1500000US060374339034","Block Group 4, Census Tract 4339.03, Los Angeles County, California","1151","309","744","248","407","189",
"1500000US060374340011","Block Group 1, Census Tract 4340.01, Los Angeles County, California","1738","475","1087","434","651","283",
"1500000US060374340012","Block Group 2, Census Tract 4340.01, Los Angeles County, California","2573","523","1767","543","806","411",
"1500000US060374340031","Block Group 1, Census Tract 4340.03, Los Angeles County, California","981","295","303","133","678","298",
"1500000US060374340032","Block Group 2, Census Tract 4340.03, Los Angeles County, California","1880","466","1150","420","730","259",
"1500000US060374340033","Block Group 3, Census Tract 4340.03, Los Angeles County, California","1145","363","521","262","624","236",
"1500000US060374340041","Block Group 1, Census Tract 4340.04, Los Angeles County, California","3050","551","1953","544","1097","257",
"1500000US060374341001","Block Group 1, Census Tract 4341, Los Angeles County, California","962","330","80","63","882","327",
"1500000US060374341002","Block Group 2, Census Tract 4341, Los Angeles County, California","2423","481","1158","295","1265","403",
"1500000US060374341003","Block Group 3, Census Tract 4341, Los Angeles County, California","715","199","595","205","120","75",
"1500000US060374341004","Block Group 4, Census Tract 4341, Los Angeles County, California","1184","351","693","257","491","282",
"1500000US060374341005","Block Group 5, Census Tract 4341, Los Angeles County, California","935","254","755","254","180","122",
"1500000US060374600011","Block Group 1, Census Tract 4600.01, Los Angeles County, California","1843","425","1739","416","104","109",
"1500000US060374600021","Block Group 1, Census Tract 4600.02, Los Angeles County, California","1450","210","1107","197","343","196",
"1500000US060374600022","Block Group 2, Census Tract 4600.02, Los Angeles County, California","1324","273","1259","260","65","79",
"1500000US060374601011","Block Group 1, Census Tract 4601.01, Los Angeles County, California","873","330","873","330","0","13",
"1500000US060374601012","Block Group 2, Census Tract 4601.01, Los Angeles County, California","2142","667","2109","666","33","46",
"1500000US060374601013","Block Group 3, Census Tract 4601.01, Los Angeles County, California","722","269","641","279","81","91",
"1500000US060374601014","Block Group 4, Census Tract 4601.01, Los Angeles County, California","704","360","527","355","177","103",
"1500000US060374601015","Block Group 5, Census Tract 4601.01, Los Angeles County, California","1358","493","1358","493","0","13",
"1500000US060374602001","Block Group 1, Census Tract 4602, Los Angeles County, California","630","330","614","330","16","26",
"1500000US060374602002","Block Group 2, Census Tract 4602, Los Angeles County, California","1022","651","639","572","383","332",
"1500000US060374602003","Block Group 3, Census Tract 4602, Los Angeles County, California","1525","529","1453","515","72","87",
"1500000US060374602004","Block Group 4, Census Tract 4602, Los Angeles County, California","1180","961","753","969","427","342",
"1500000US060374602005","Block Group 5, Census Tract 4602, Los Angeles County, California","1300","364","1261","364","39","49",
"1500000US060374603011","Block Group 1, Census Tract 4603.01, Los Angeles County, California","642","235","562","234","80","111",
"1500000US060374603012","Block Group 2, Census Tract 4603.01, Los Angeles County, California","1353","620","1218","628","135","102",
"1500000US060374603013","Block Group 3, Census Tract 4603.01, Los Angeles County, California","398","134","345","146","53","44",
"1500000US060374603014","Block Group 4, Census Tract 4603.01, Los Angeles County, California","2167","613","1579","553","588","330",
"1500000US060374603021","Block Group 1, Census Tract 4603.02, Los Angeles County, California","1586","539","1101","371","485","438",
"1500000US060374603022","Block Group 2, Census Tract 4603.02, Los Angeles County, California","498","212","253","113","245","209",
"1500000US060374603023","Block Group 3, Census Tract 4603.02, Los Angeles County, California","896","315","473","192","423","333",
"1500000US060374603024","Block Group 4, Census Tract 4603.02, Los Angeles County, California","1350","752","739","715","611","348",
"1500000US060374604011","Block Group 1, Census Tract 4604.01, Los Angeles County, California","970","160","556","104","414","142",
"1500000US060374605011","Block Group 1, Census Tract 4605.01, Los Angeles County, California","1678","440","1588","419","90","66",
"1500000US060374605012","Block Group 2, Census Tract 4605.01, Los Angeles County, California","1158","329","1108","347","50","80",
"1500000US060374605013","Block Group 3, Census Tract 4605.01, Los Angeles County, California","2509","421","2252","378","257","176",
"1500000US060374605021","Block Group 1, Census Tract 4605.02, Los Angeles County, California","1576","522","1464","515","112","123",
"1500000US060374605022","Block Group 2, Census Tract 4605.02, Los Angeles County, California","1792","802","1651","807","141","123",
"1500000US060374605023","Block Group 3, Census Tract 4605.02, Los Angeles County, California","1367","312","1242","321","125","149",
"1500000US060374606011","Block Group 1, Census Tract 4606.01, Los Angeles County, California","1405","269","1276","288","129","96",
"1500000US060374606012","Block Group 2, Census Tract 4606.01, Los Angeles County, California","982","312","935","311","47","58",
"1500000US060374606013","Block Group 3, Census Tract 4606.01, Los Angeles County, California","1454","331","1245","296","209","233",
"1500000US060374606014","Block Group 4, Census Tract 4606.01, Los Angeles County, California","1498","371","817","286","681","336",
"1500000US060374607001","Block Group 1, Census Tract 4607, Los Angeles County, California","936","405","936","405","0","13",
"1500000US060374607002","Block Group 2, Census Tract 4607, Los Angeles County, California","450","188","450","188","0","13",
"1500000US060374607003","Block Group 3, Census Tract 4607, Los Angeles County, California","836","222","796","236","40","63",
"1500000US060374607004","Block Group 4, Census Tract 4607, Los Angeles County, California","1439","400","1356","399","83","70",
"1500000US060374607005","Block Group 5, Census Tract 4607, Los Angeles County, California","1490","692","1332","671","158","172",
"1500000US060374608001","Block Group 1, Census Tract 4608, Los Angeles County, California","1536","289","1487","273","49","79",
"1500000US060374608002","Block Group 2, Census Tract 4608, Los Angeles County, California","1314","339","1303","339","11","17",
"1500000US060374609001","Block Group 1, Census Tract 4609, Los Angeles County, California","1741","599","683","328","1058","521",
"1500000US060374609002","Block Group 2, Census Tract 4609, Los Angeles County, California","1505","553","846","480","659","315",
"1500000US060374609003","Block Group 3, Census Tract 4609, Los Angeles County, California","1211","515","873","453","338","307",
"1500000US060374609004","Block Group 4, Census Tract 4609, Los Angeles County, California","1106","332","955","343","151","110",
"1500000US060374609005","Block Group 5, Census Tract 4609, Los Angeles County, California","987","415","584","328","403","382",
"1500000US060374610001","Block Group 1, Census Tract 4610, Los Angeles County, California","1706","831","1406","818","300","175",
"1500000US060374610002","Block Group 2, Census Tract 4610, Los Angeles County, California","1686","445","1090","349","596","376",
"1500000US060374610003","Block Group 3, Census Tract 4610, Los Angeles County, California","1599","615","1334","638","265","192",
"1500000US060374610004","Block Group 4, Census Tract 4610, Los Angeles County, California","987","316","903","308","84","64",
"1500000US060374611001","Block Group 1, Census Tract 4611, Los Angeles County, California","1017","258","661","262","356","127",
"1500000US060374611002","Block Group 2, Census Tract 4611, Los Angeles County, California","1706","416","1117","338","589","278",
"1500000US060374611003","Block Group 3, Census Tract 4611, Los Angeles County, California","909","289","797","261","112","138",
"1500000US060374611004","Block Group 4, Census Tract 4611, Los Angeles County, California","1353","639","544","493","809","451",
"1500000US060374612001","Block Group 1, Census Tract 4612, Los Angeles County, California","705","162","635","162","70","78",
"1500000US060374612002","Block Group 2, Census Tract 4612, Los Angeles County, California","1232","227","965","196","267","180",
"1500000US060374612003","Block Group 3, Census Tract 4612, Los Angeles County, California","648","206","634","209","14","18",
"1500000US060374612004","Block Group 4, Census Tract 4612, Los Angeles County, California","1994","514","1691","511","303","197",
"1500000US060374613001","Block Group 1, Census Tract 4613, Los Angeles County, California","1598","496","935","349","663","507",
"1500000US060374613002","Block Group 2, Census Tract 4613, Los Angeles County, California","1313","373","983","296","330","241",
"1500000US060374613003","Block Group 3, Census Tract 4613, Los Angeles County, California","1804","773","595","346","1209","727",
"1500000US060374613004","Block Group 4, Census Tract 4613, Los Angeles County, California","1624","388","824","262","800","327",
"1500000US060374614001","Block Group 1, Census Tract 4614, Los Angeles County, California","1078","295","203","134","875","309",
"1500000US060374614002","Block Group 2, Census Tract 4614, Los Angeles County, California","854","311","368","149","486","301",
"1500000US060374614003","Block Group 3, Census Tract 4614, Los Angeles County, California","1052","281","857","312","195","94",
