Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A17006B_001,SE_A17006B_002,SE_A17006B_003,PCT_SE_A17006B_002,PCT_SE_A17006B_003
"06037276102","Census Tract 2761.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2761.02",,,,675,542,133,80.3,19.7
"06037276400","Census Tract 2764, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2764",,,,183,174,9,95.08,4.92
"06037276500","Census Tract 2765, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2765",,,,223,206,17,92.38,7.62
"06037276601","Census Tract 2766.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2766.01",,,,145,145,0,100,0
"06037276605","Census Tract 2766.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2766.05",,,,94,56,38,59.57,40.43
"06037276606","Census Tract 2766.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2766.06",,,,117,117,0,100,0
"06037276607","Census Tract 2766.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2766.07",,,,181,140,41,77.35,22.65
"06037276608","Census Tract 2766.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2766.08",,,,0,0,0,,
"06037277000","Census Tract 2770, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2770",,,,74,74,0,100,0
"06037277100","Census Tract 2771, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2771",,,,0,0,0,,
"06037277200","Census Tract 2772, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2772",,,,99,99,0,100,0
"06037277400","Census Tract 2774, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2774",,,,0,0,0,,
"06037278001","Census Tract 2780.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"278001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2780.01",,,,70,70,0,100,0
"06037278102","Census Tract 2781.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"278102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2781.02",,,,47,47,0,100,0
"06037291110","Census Tract 2911.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2911.10",,,,872,584,288,66.97,33.03
"06037291120","Census Tract 2911.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2911.20",,,,339,326,13,96.17,3.83
"06037291130","Census Tract 2911.30, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2911.30",,,,283,259,24,91.52,8.48
"06037291210","Census Tract 2912.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2912.10",,,,677,630,47,93.06,6.94
"06037291220","Census Tract 2912.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2912.20",,,,271,219,52,80.81,19.19
"06037291300","Census Tract 2913, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2913",,,,202,202,0,100,0
"06037292001","Census Tract 2920.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"292001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2920.01",,,,229,229,0,100,0
"06037292002","Census Tract 2920.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"292002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2920.02",,,,54,54,0,100,0
"06037293203","Census Tract 2932.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2932.03",,,,75,67,8,89.33,10.67
"06037293204","Census Tract 2932.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2932.04",,,,104,104,0,100,0
"06037293205","Census Tract 2932.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2932.05",,,,126,39,87,30.95,69.05
"06037293206","Census Tract 2932.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2932.06",,,,154,106,48,68.83,31.17
"06037293301","Census Tract 2933.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2933.01",,,,45,22,23,48.89,51.11
"06037293302","Census Tract 2933.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2933.02",,,,298,277,21,92.95,7.05
"06037293304","Census Tract 2933.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2933.04",,,,165,165,0,100,0
"06037293306","Census Tract 2933.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2933.06",,,,65,65,0,100,0
"06037293307","Census Tract 2933.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2933.07",,,,115,115,0,100,0
"06037294110","Census Tract 2941.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2941.10",,,,3,3,0,100,0
"06037294120","Census Tract 2941.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2941.20",,,,85,85,0,100,0
"06037294200","Census Tract 2942, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2942",,,,64,64,0,100,0
"06037294301","Census Tract 2943.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2943.01",,,,5,5,0,100,0
"06037294302","Census Tract 2943.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2943.02",,,,68,68,0,100,0
"06037294410","Census Tract 2944.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2944.10",,,,348,324,24,93.1,6.9
"06037294421","Census Tract 2944.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2944.21",,,,110,110,0,100,0
"06037294510","Census Tract 2945.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2945.10",,,,21,11,10,52.38,47.62
"06037294520","Census Tract 2945.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2945.20",,,,11,10,1,90.91,9.09
"06037294610","Census Tract 2946.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2946.10",,,,0,0,0,,
"06037294620","Census Tract 2946.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2946.20",,,,138,138,0,100,0
"06037294701","Census Tract 2947.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2947.01",,,,56,30,26,53.57,46.43
"06037294810","Census Tract 2948.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2948.10",,,,49,49,0,100,0
"06037294820","Census Tract 2948.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2948.20",,,,14,14,0,100,0
"06037294830","Census Tract 2948.30, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2948.30",,,,104,89,15,85.58,14.42
"06037294900","Census Tract 2949, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2949",,,,61,51,10,83.61,16.39
"06037295103","Census Tract 2951.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"295103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2951.03",,,,119,119,0,100,0
"06037296210","Census Tract 2962.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2962.10",,,,128,94,34,73.44,26.56
"06037296220","Census Tract 2962.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2962.20",,,,184,184,0,100,0
"06037296300","Census Tract 2963, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2963",,,,155,155,0,100,0
"06037296401","Census Tract 2964.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2964.01",,,,176,176,0,100,0
"06037296402","Census Tract 2964.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2964.02",,,,32,17,15,53.12,46.88
"06037296500","Census Tract 2965, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2965",,,,99,99,0,100,0
"06037296600","Census Tract 2966, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2966",,,,199,188,11,94.47,5.53
"06037296901","Census Tract 2969.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2969.01",,,,139,109,30,78.42,21.58
"06037296902","Census Tract 2969.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2969.02",,,,175,102,73,58.29,41.71
"06037297001","Census Tract 2970.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2970.01",,,,44,44,0,100,0
"06037297002","Census Tract 2970.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2970.02",,,,40,40,0,100,0
"06037297110","Census Tract 2971.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2971.10",,,,128,102,26,79.69,20.31
"06037297120","Census Tract 2971.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2971.20",,,,191,191,0,100,0
"06037297201","Census Tract 2972.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2972.01",,,,23,23,0,100,0
"06037297202","Census Tract 2972.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2972.02",,,,49,49,0,100,0
"06037297300","Census Tract 2973, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2973",,,,50,50,0,100,0
"06037297400","Census Tract 2974, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2974",,,,60,0,60,0,100
"06037297501","Census Tract 2975.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2975.01",,,,0,0,0,,
"06037297502","Census Tract 2975.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2975.02",,,,0,0,0,,
"06037297601","Census Tract 2976.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2976.01",,,,100,100,0,100,0
"06037297602","Census Tract 2976.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"297602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2976.02",,,,128,128,0,100,0
"06037300100","Census Tract 3001, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3001",,,,0,0,0,,
"06037300200","Census Tract 3002, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3002",,,,40,40,0,100,0
"06037300301","Census Tract 3003.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3003.01",,,,28,28,0,100,0
"06037300400","Census Tract 3004, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3004",,,,0,0,0,,
"06037300501","Census Tract 3005.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3005.01",,,,0,0,0,,
"06037300503","Census Tract 3005.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3005.03",,,,1,0,1,0,100
"06037300601","Census Tract 3006.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3006.01",,,,75,50,25,66.67,33.33
"06037300602","Census Tract 3006.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3006.02",,,,0,0,0,,
"06037300701","Census Tract 3007.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3007.01",,,,0,0,0,,
"06037300702","Census Tract 3007.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3007.02",,,,0,0,0,,
"06037300800","Census Tract 3008, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3008",,,,26,26,0,100,0
"06037300901","Census Tract 3009.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3009.01",,,,152,152,0,100,0
"06037300902","Census Tract 3009.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3009.02",,,,7,7,0,100,0
"06037301000","Census Tract 3010, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3010",,,,89,89,0,100,0
"06037301100","Census Tract 3011, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3011",,,,22,22,0,100,0
"06037301203","Census Tract 3012.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3012.03",,,,53,53,0,100,0
"06037301204","Census Tract 3012.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3012.04",,,,134,134,0,100,0
"06037301205","Census Tract 3012.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3012.05",,,,16,16,0,100,0
"06037301206","Census Tract 3012.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3012.06",,,,157,157,0,100,0
"06037301300","Census Tract 3013, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3013",,,,0,0,0,,
"06037301400","Census Tract 3014, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3014",,,,0,0,0,,
"06037301501","Census Tract 3015.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3015.01",,,,0,0,0,,
"06037301502","Census Tract 3015.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3015.02",,,,32,32,0,100,0
"06037301601","Census Tract 3016.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3016.01",,,,35,35,0,100,0
"06037301602","Census Tract 3016.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3016.02",,,,82,68,14,82.93,17.07
"06037301701","Census Tract 3017.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3017.01",,,,27,27,0,100,0
"06037301702","Census Tract 3017.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3017.02",,,,156,154,2,98.72,1.28
"06037301801","Census Tract 3018.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3018.01",,,,40,29,11,72.5,27.5
"06037301802","Census Tract 3018.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3018.02",,,,250,193,57,77.2,22.8
"06037301901","Census Tract 3019.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3019.01",,,,29,29,0,100,0
"06037301902","Census Tract 3019.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3019.02",,,,20,20,0,100,0
"06037302002","Census Tract 3020.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3020.02",,,,8,8,0,100,0
"06037302003","Census Tract 3020.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3020.03",,,,24,24,0,100,0
"06037302004","Census Tract 3020.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3020.04",,,,28,28,0,100,0
"06037302102","Census Tract 3021.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3021.02",,,,122,122,0,100,0
"06037302103","Census Tract 3021.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3021.03",,,,0,0,0,,
"06037302104","Census Tract 3021.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3021.04",,,,126,93,33,73.81,26.19
"06037302201","Census Tract 3022.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3022.01",,,,40,40,0,100,0
"06037302202","Census Tract 3022.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3022.02",,,,130,102,28,78.46,21.54
"06037302301","Census Tract 3023.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3023.01",,,,123,123,0,100,0
"06037302302","Census Tract 3023.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3023.02",,,,88,62,26,70.45,29.55
"06037302401","Census Tract 3024.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3024.01",,,,30,30,0,100,0
"06037302503","Census Tract 3025.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3025.03",,,,0,0,0,,
"06037302504","Census Tract 3025.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3025.04",,,,24,24,0,100,0
"06037302505","Census Tract 3025.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3025.05",,,,121,121,0,100,0
"06037302506","Census Tract 3025.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3025.06",,,,13,13,0,100,0
"06037310100","Census Tract 3101, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3101",,,,8,8,0,100,0
"06037310201","Census Tract 3102.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3102.01",,,,24,24,0,100,0
"06037310202","Census Tract 3102.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3102.02",,,,19,19,0,100,0
"06037310300","Census Tract 3103, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3103",,,,0,0,0,,
"06037310400","Census Tract 3104, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3104",,,,41,35,6,85.37,14.63
"06037310501","Census Tract 3105.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3105.01",,,,125,116,9,92.8,7.2
"06037310601","Census Tract 3106.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3106.01",,,,260,260,0,100,0
"06037310602","Census Tract 3106.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3106.02",,,,45,45,0,100,0
"06037310701","Census Tract 3107.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3107.01",,,,66,42,24,63.64,36.36
"06037310703","Census Tract 3107.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3107.03",,,,0,0,0,,
"06037310704","Census Tract 3107.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3107.04",,,,31,31,0,100,0
"06037310705","Census Tract 3107.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3107.05",,,,119,119,0,100,0
"06037310800","Census Tract 3108, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3108",,,,34,34,0,100,0
"06037310900","Census Tract 3109, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3109",,,,0,0,0,,
"06037311000","Census Tract 3110, Los Angeles County, California","ca","140","00",,,,"06","037",,,"311000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3110",,,,23,23,0,100,0
"06037311100","Census Tract 3111, Los Angeles County, California","ca","140","00",,,,"06","037",,,"311100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3111",,,,10,10,0,100,0
"06037311200","Census Tract 3112, Los Angeles County, California","ca","140","00",,,,"06","037",,,"311200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3112",,,,90,90,0,100,0
"06037311300","Census Tract 3113, Los Angeles County, California","ca","140","00",,,,"06","037",,,"311300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3113",,,,71,71,0,100,0
